院校代号,院校名,专业组号,再选科目要求(原文),subject_requirement,投档最低分,年份,首选(科类)
4122,沈阳工程学院,01,化学,物理+化学,561,2025,物理
4131,大连理工大学,02,化学,物理+化学,646,2025,物理
4132,大连海事大学,04,不限,物理,594,2025,物理
4132,大连海事大学,06,化学,物理+化学,612,2025,物理
4133,东北财经大学,04,不限,物理,598,2025,物理
4133,东北财经大学,05,不限,物理,590,2025,物理
4134,大连医科大学,01,化学,物理+化学,616,2025,物理
4134,大连医科大学,02,化学,物理+化学,626,2025,物理
4135,大连外国语大学,04,不限,物理,539,2025,物理
4135,大连外国语大学,05,不限,物理,548,2025,物理
4135,大连外国语大学,06,不限,物理,556,2025,物理
4135,大连外国语大学,07,不限,物理,581,2025,物理
4135,大连外国语大学,08,化学,物理+化学,561,2025,物理
4135,大连外国语大学,09,思想政治,物理+思想政治,553,2025,物理
4136,大连大学,02,不限,物理,533,2025,物理
4136,大连大学,03,化学,物理+化学,557,2025,物理
4136,大连大学,04,化学,物理+化学,526,2025,物理
4136,大连大学,05,化学,物理+化学,555,2025,物理
4137,大连海洋大学,01,化学,物理+化学,532,2025,物理
4137,大连海洋大学,02,化学,物理+化学,528,2025,物理
4138,大连工业大学,01,不限,物理,549,2025,物理
4138,大连工业大学,03,化学,物理+化学,546,2025,物理
4138,大连工业大学,04,化学,物理+化学,539,2025,物理
4138,大连工业大学,05,化学,物理+化学,536,2025,物理
4138,大连工业大学,06,化学,物理+化学,568,2025,物理
4138,大连工业大学,07,化学,物理+化学,555,2025,物理
4138,大连工业大学,11,化学,物理+化学,537,2025,物理
4138,大连工业大学,12,化学,物理+化学,539,2025,物理
4138,大连工业大学,13,化学,物理+化学,563,2025,物理
4138,大连工业大学,14,化学,物理+化学,545,2025,物理
4138,大连工业大学,15,化学,物理+化学,543,2025,物理
4139,大连交通大学,02,不限,物理,567,2025,物理
4139,大连交通大学,03,化学,物理+化学,557,2025,物理
4140,大连民族大学,02,不限,物理,555,2025,物理
4140,大连民族大学,03,化学,物理+化学,553,2025,物理
4141,锦州医科大学,01,化学,物理+化学,575,2025,物理
4141,锦州医科大学,02,化学,物理+化学,537,2025,物理
4152,渤海大学,03,不限,物理,532,2025,物理
4152,渤海大学,04,化学,物理+化学,522,2025,物理
4152,渤海大学,05,化学,物理+化学,559,2025,物理
4161,辽宁工程技术大学,01,化学,物理+化学,536,2025,物理
4171,辽宁科技大学,01,化学,物理+化学,533,2025,物理
4181,辽宁石油化工大学,01,化学,物理+化学,549,2025,物理
4192,辽宁科技学院,01,化学,物理+化学,502,2025,物理
4201,吉林大学,05,不限,物理,624,2025,物理
4201,吉林大学,06,不限,物理,638,2025,物理
4201,吉林大学,07,化学,物理+化学,626,2025,物理
4201,吉林大学,08,化学,物理+化学,642,2025,物理
4201,吉林大学,09,化学,物理+化学,637,2025,物理
4201,吉林大学,11,化学,物理+化学,645,2025,物理
4201,吉林大学,12,化学,物理+化学,635,2025,物理
4201,吉林大学,13,化学,物理+化学,640,2025,物理
4202,东北师范大学,08,化学,物理+化学,613,2025,物理
4203,吉林农业大学,01,不限,物理,519,2025,物理
4203,吉林农业大学,02,化学,物理+化学,517,2025,物理
4203,吉林农业大学,03,化学和生物,物理+化学和生物,514,2025,物理
4204,长春大学,05,不限,物理,549,2025,物理
4204,长春大学,06,不限,物理,552,2025,物理
4204,长春大学,07,不限,物理,483,2025,物理
4204,长春大学,08,化学,物理+化学,544,2025,物理
4204,长春大学,14,化学,物理+化学,539,2025,物理
4204,长春大学,15,化学,物理+化学,558,2025,物理
4204,长春大学,16,化学,物理+化学,555,2025,物理
4205,长春工业大学,01,不限,物理,530,2025,物理
4205,长春工业大学,03,化学,物理+化学,530,2025,物理
4206,吉林财经大学,03,不限,物理,548,2025,物理
4206,吉林财经大学,05,化学,物理+化学,547,2025,物理
4207,长春师范大学,04,不限,物理,517,2025,物理
4207,长春师范大学,05,化学,物理+化学,518,2025,物理
4207,长春师范大学,07,化学,物理+化学,528,2025,物理
4208,长春理工大学,02,不限,物理,543,2025,物理
4208,长春理工大学,03,化学,物理+化学,567,2025,物理
4208,长春理工大学,04,化学,物理+化学,564,2025,物理
4208,长春理工大学,08,化学和生物,物理+化学和生物,554,2025,物理
4209,长春工程学院,02,不限,物理,507,2025,物理
4209,长春工程学院,03,不限,物理,517,2025,物理
4209,长春工程学院,05,化学,物理+化学,506,2025,物理
4210,吉林建筑大学,03,不限,物理,520,2025,物理
4210,吉林建筑大学,05,化学,物理+化学,500,2025,物理
4210,吉林建筑大学,07,生物和地理,物理+生物和地理,516,2025,物理
4212,吉林工程技术师范学院,02,化学,物理+化学,498,2025,物理
4213,吉林体育学院,02,不限,物理,506,2025,物理
4214,长春中医药大学,01,不限,物理,570,2025,物理
4214,长春中医药大学,02,化学,物理+化学,538,2025,物理
4215,吉林师范大学,05,不限,物理,532,2025,物理
4215,吉林师范大学,06,化学,物理+化学,525,2025,物理
4220,吉林警察学院,02,不限,物理,525,2025,物理
4220,吉林警察学院,03,化学,物理+化学,517,2025,物理
4222,长春汽车职业技术大学,01,不限,物理,525,2025,物理
4225,吉林农业科技学院,02,化学,物理+化学,500,2025,物理
4228,吉林医药学院,02,不限,物理,524,2025,物理
4228,吉林医药学院,03,化学,物理+化学,515,2025,物理
4228,吉林医药学院,04,化学和生物,物理+化学和生物,533,2025,物理
4228,吉林医药学院,06,化学和生物,物理+化学和生物,547,2025,物理
4231,东北电力大学,01,不限,物理,553,2025,物理
4231,东北电力大学,02,不限,物理,569,2025,物理
4231,东北电力大学,03,化学,物理+化学,605,2025,物理
4231,东北电力大学,04,化学,物理+化学,567,2025,物理
4231,东北电力大学,07,化学,物理+化学,572,2025,物理
4231,东北电力大学,08,化学,物理+化学,576,2025,物理
4232,北华大学,03,不限,物理,509,2025,物理
4232,北华大学,04,化学,物理+化学,515,2025,物理
4232,北华大学,05,化学,物理+化学,524,2025,物理
4232,北华大学,06,化学和生物,物理+化学和生物,560,2025,物理
4233,通化师范学院,02,化学,物理+化学,501,2025,物理
4233,通化师范学院,04,地理,物理+地理,514,2025,物理
4235,吉林化工大学,01,不限,物理,517,2025,物理
4235,吉林化工大学,02,化学,物理+化学,510,2025,物理
4237,吉林工商学院,02,不限,物理,507,2025,物理
4237,吉林工商学院,03,化学,物理+化学,500,2025,物理
4241,白城师范学院,05,不限,物理,506,2025,物理
4241,白城师范学院,06,化学,物理+化学,497,2025,物理
4241,白城师范学院,07,化学,物理+化学,505,2025,物理
4241,白城师范学院,08,地理,物理+地理,509,2025,物理
4301,哈尔滨工业大学,04,化学,物理+化学,663,2025,物理
4301,哈尔滨工业大学,08,化学,物理+化学,668,2025,物理
4302,哈尔滨工程大学,04,化学,物理+化学,637,2025,物理
4302,哈尔滨工程大学,07,化学,物理+化学,641,2025,物理
4302,哈尔滨工程大学,08,化学,物理+化学,642,2025,物理
4302,哈尔滨工程大学,09,化学,物理+化学,639,2025,物理
4302,哈尔滨工程大学,10,化学,物理+化学,638,2025,物理
4302,哈尔滨工程大学,11,化学,物理+化学,641,2025,物理
4302,哈尔滨工程大学,12,化学,物理+化学,641,2025,物理
4302,哈尔滨工程大学,13,化学,物理+化学,641,2025,物理
4302,哈尔滨工程大学,14,化学,物理+化学,640,2025,物理
4302,哈尔滨工程大学,15,化学,物理+化学,640,2025,物理
4302,哈尔滨工程大学,16,化学,物理+化学,639,2025,物理
4302,哈尔滨工程大学,17,化学,物理+化学,641,2025,物理
4303,东北林业大学,02,不限,物理,593,2025,物理
4303,东北林业大学,03,化学,物理+化学,602,2025,物理
4304,东北农业大学,02,化学,物理+化学,592,2025,物理
4305,黑龙江中医药大学,02,不限,物理,576,2025,物理
4305,黑龙江中医药大学,03,化学,物理+化学,533,2025,物理
4306,黑龙江工程学院,02,不限,物理,508,2025,物理
4306,黑龙江工程学院,03,化学,物理+化学,504,2025,物理
4306,黑龙江工程学院,04,地理,物理+地理,526,2025,物理
4307,哈尔滨商业大学,02,不限,物理,520,2025,物理
4307,哈尔滨商业大学,03,化学,物理+化学,523,2025,物理
4308,哈尔滨理工大学,01,不限,物理,548,2025,物理
4308,哈尔滨理工大学,02,化学,物理+化学,571,2025,物理
4308,哈尔滨理工大学,03,化学,物理+化学,551,2025,物理
4308,哈尔滨理工大学,04,化学,物理+化学,570,2025,物理
4308,哈尔滨理工大学,05,化学,物理+化学,583,2025,物理
4308,哈尔滨理工大学,06,化学,物理+化学,591,2025,物理
4309,哈尔滨医科大学,03,化学,物理+化学,546,2025,物理
4309,哈尔滨医科大学,04,化学,物理+化学,599,2025,物理
4309,哈尔滨医科大学,05,化学和生物,物理+化学和生物,590,2025,物理
4309,哈尔滨医科大学,06,化学和生物,物理+化学和生物,555,2025,物理
4309,哈尔滨医科大学,07,化学和生物,物理+化学和生物,561,2025,物理
4309,哈尔滨医科大学,08,生物,物理+生物,567,2025,物理
4309,哈尔滨医科大学,09,生物,物理+生物,575,2025,物理
4310,黑龙江科技大学,02,不限,物理,522,2025,物理
4310,黑龙江科技大学,03,不限,物理,528,2025,物理
4310,黑龙江科技大学,04,化学,物理+化学,521,2025,物理
4311,黑龙江大学,05,不限,物理,543,2025,物理
4311,黑龙江大学,06,化学,物理+化学,463,2025,物理
4312,哈尔滨师范大学,02,不限,物理,530,2025,物理
4312,哈尔滨师范大学,03,化学,物理+化学,521,2025,物理
4312,哈尔滨师范大学,04,地理,物理+地理,539,2025,物理
4314,牡丹江师范学院,02,不限,物理,503,2025,物理
4314,牡丹江师范学院,03,化学,物理+化学,497,2025,物理
4314,牡丹江师范学院,04,生物,物理+生物,506,2025,物理
4315,哈尔滨金融学院,02,不限,物理,521,2025,物理
4315,哈尔滨金融学院,03,不限,物理,524,2025,物理
4315,哈尔滨金融学院,04,化学,物理+化学,517,2025,物理
4321,东北石油大学,01,不限,物理,534,2025,物理
4321,东北石油大学,02,化学,物理+化学,546,2025,物理
4323,哈尔滨学院,04,不限,物理,508,2025,物理
4323,哈尔滨学院,05,化学,物理+化学,500,2025,物理
4323,哈尔滨学院,06,地理,物理+地理,524,2025,物理
4324,大庆师范学院,02,不限,物理,501,2025,物理
4324,大庆师范学院,03,化学,物理+化学,497,2025,物理
4324,大庆师范学院,04,化学,物理+化学,501,2025,物理
4331,齐齐哈尔医学院,02,化学,物理+化学,476,2025,物理
4331,齐齐哈尔医学院,03,化学和生物,物理+化学和生物,543,2025,物理
4332,齐齐哈尔大学,02,化学,物理+化学,500,2025,物理
4332,齐齐哈尔大学,03,生物,物理+生物,520,2025,物理
4333,黑河学院,01,不限,物理,499,2025,物理
4333,黑河学院,02,化学,物理+化学,492,2025,物理
4341,黑龙江工业学院,01,不限,物理,507,2025,物理
4341,黑龙江工业学院,02,化学,物理+化学,501,2025,物理
4343,哈尔滨职业技术大学,01,不限,物理,509,2025,物理
4351,佳木斯大学,01,化学,物理+化学,508,2025,物理
4351,佳木斯大学,02,化学,物理+化学,531,2025,物理
4351,佳木斯大学,03,化学,物理+化学,504,2025,物理
4351,佳木斯大学,04,化学和生物,物理+化学和生物,562,2025,物理
4351,佳木斯大学,05,化学和生物,物理+化学和生物,513,2025,物理
4351,佳木斯大学,06,化学和生物,物理+化学和生物,575,2025,物理
4352,黑龙江八一农垦大学,01,不限,物理,508,2025,物理
4352,黑龙江八一农垦大学,02,化学,物理+化学,500,2025,物理
4352,黑龙江八一农垦大学,03,化学,物理+化学,523,2025,物理
4352,黑龙江八一农垦大学,04,化学,物理+化学,515,2025,物理
4352,黑龙江八一农垦大学,05,生物,物理+生物,517,2025,物理
4371,延边大学,02,不限,物理,582,2025,物理
4371,延边大学,03,化学,物理+化学,591,2025,物理
4381,牡丹江医科大学,01,化学,物理+化学,557,2025,物理
4381,牡丹江医科大学,02,化学,物理+化学,522,2025,物理
4381,牡丹江医科大学,03,化学和生物,物理+化学和生物,558,2025,物理
4381,牡丹江医科大学,04,化学和生物,物理+化学和生物,516,2025,物理
5101,郑州大学,02,化学,物理+化学,606,2025,物理
5102,华北水利水电大学,01,化学,物理+化学,544,2025,物理
5103,中原工学院,02,不限,物理,511,2025,物理
5103,中原工学院,03,化学,物理+化学,508,2025,物理
5104,河南工业大学,02,不限,物理,536,2025,物理
5104,河南工业大学,03,化学,物理+化学,536,2025,物理
5104,河南工业大学,04,化学,物理+化学,556,2025,物理
5105,郑州航空工业管理学院,02,不限,物理,526,2025,物理
5105,郑州航空工业管理学院,04,化学,物理+化学,516,2025,物理
5105,郑州航空工业管理学院,05,化学,物理+化学,548,2025,物理
5106,郑州轻工业大学,02,化学,物理+化学,542,2025,物理
5110,河南科技学院,02,化学,物理+化学,504,2025,物理
5114,河南中医药大学,03,不限,物理,584,2025,物理
5114,河南中医药大学,04,不限,物理,561,2025,物理
5114,河南中医药大学,05,化学,物理+化学,558,2025,物理
5114,河南中医药大学,06,生物,物理+生物,563,2025,物理
5117,河南农业大学,02,不限,物理,545,2025,物理
5117,河南农业大学,03,化学,物理+化学,535,2025,物理
5117,河南农业大学,05,化学,物理+化学,557,2025,物理
5117,河南农业大学,06,化学和生物,物理+化学和生物,529,2025,物理
5117,河南农业大学,07,生物,物理+生物,536,2025,物理
5117,河南农业大学,08,地理,物理+地理,544,2025,物理
5118,信阳师范大学,04,化学,物理+化学,509,2025,物理
5118,信阳师范大学,05,化学,物理+化学,507,2025,物理
5118,信阳师范大学,06,化学,物理+化学,529,2025,物理
5119,河南财经政法大学,02,不限,物理,557,2025,物理
5119,河南财经政法大学,03,化学,物理+化学,553,2025,物理
5119,河南财经政法大学,04,化学,物理+化学,558,2025,物理
5122,河南工程学院,03,不限,物理,510,2025,物理
5122,河南工程学院,04,化学,物理+化学,503,2025,物理
5122,河南工程学院,05,化学和地理,物理+化学和地理,519,2025,物理
5125,周口师范学院,03,化学,物理+化学,505,2025,物理
5131,洛阳理工学院,02,化学,物理+化学,504,2025,物理
5132,河南科技大学,02,不限,物理,559,2025,物理
5132,河南科技大学,04,化学,物理+化学,551,2025,物理
5132,河南科技大学,07,化学,物理+化学,539,2025,物理
5133,洛阳师范学院,02,化学,物理+化学,504,2025,物理
5134,平顶山学院,03,不限,物理,515,2025,物理
5134,平顶山学院,04,化学,物理+化学,515,2025,物理
5134,平顶山学院,05,思想政治,物理+思想政治,535,2025,物理
5141,河南大学,05,不限,物理,591,2025,物理
5141,河南大学,06,化学,物理+化学,589,2025,物理
5141,河南大学,07,化学,物理+化学,593,2025,物理
5141,河南大学,09,地理,物理+地理,595,2025,物理
5151,河南理工大学,02,不限,物理,542,2025,物理
5151,河南理工大学,03,化学,物理+化学,520,2025,物理
5151,河南理工大学,04,化学,物理+化学,540,2025,物理
5151,河南理工大学,05,化学,物理+化学,556,2025,物理
5151,河南理工大学,06,化学,物理+化学,558,2025,物理
5153,河南师范大学,02,化学,物理+化学,532,2025,物理
5153,河南师范大学,03,化学,物理+化学,532,2025,物理
5161,安阳工学院,02,化学,物理+化学,501,2025,物理
5162,安阳师范学院,03,化学,物理+化学,504,2025,物理
5171,河南工学院,01,化学,物理+化学,526,2025,物理
5172,郑州工程技术学院,02,化学,物理+化学,500,2025,物理
5173,新乡学院,03,化学,物理+化学,502,2025,物理
5174,许昌学院,02,不限,物理,507,2025,物理
5174,许昌学院,03,化学,物理+化学,514,2025,物理
5174,许昌学院,04,地理,物理+地理,524,2025,物理
5181,南阳师范学院,05,不限,物理,509,2025,物理
5181,南阳师范学院,06,不限,物理,507,2025,物理
5181,南阳师范学院,08,化学,物理+化学,501,2025,物理
5181,南阳师范学院,09,地理,物理+地理,526,2025,物理
5182,南阳理工学院,04,不限,物理,511,2025,物理
5182,南阳理工学院,05,不限,物理,509,2025,物理
5182,南阳理工学院,06,不限,物理,509,2025,物理
5182,南阳理工学院,07,化学,物理+化学,521,2025,物理
5182,南阳理工学院,08,化学,物理+化学,505,2025,物理
5182,南阳理工学院,09,化学,物理+化学,517,2025,物理
5182,南阳理工学院,10,化学,物理+化学,517,2025,物理
5182,南阳理工学院,12,化学,物理+化学,514,2025,物理
5191,黄淮学院,03,不限,物理,508,2025,物理
5191,黄淮学院,04,化学,物理+化学,500,2025,物理
5191,黄淮学院,06,生物,物理+生物,507,2025,物理
5192,河南医药大学,01,化学,物理+化学,542,2025,物理
5193,河南城建学院,02,不限,物理,508,2025,物理
5193,河南城建学院,03,化学,物理+化学,500,2025,物理
5198,商丘师范学院,04,不限,物理,509,2025,物理
5198,商丘师范学院,05,化学,物理+化学,503,2025,物理
5201,武汉大学,05,不限,物理,651,2025,物理
5201,武汉大学,06,化学,物理+化学,653,2025,物理
5201,武汉大学,07,化学,物理+化学,647,2025,物理
5201,武汉大学,09,化学,物理+化学,640,2025,物理
5202,华中科技大学,02,化学,物理+化学,653,2025,物理
5202,华中科技大学,03,化学,物理+化学,647,2025,物理
5203,华中师范大学,06,不限,物理,600,2025,物理
5203,华中师范大学,07,化学,物理+化学,615,2025,物理
5203,华中师范大学,08,化学,物理+化学,609,2025,物理
5203,华中师范大学,09,地理,物理+地理,612,2025,物理
5204,华中农业大学,02,不限,物理,595,2025,物理
5204,华中农业大学,03,化学,物理+化学,603,2025,物理
5204,华中农业大学,04,生物,物理+生物,600,2025,物理
5204,华中农业大学,05,地理,物理+地理,610,2025,物理
5206,中南财经政法大学,03,不限,物理,610,2025,物理
5206,中南财经政法大学,05,化学,物理+化学,615,2025,物理
5207,武汉理工大学,03,化学,物理+化学,641,2025,物理
5207,武汉理工大学,04,化学,物理+化学,642,2025,物理
5207,武汉理工大学,05,化学,物理+化学,641,2025,物理
5207,武汉理工大学,06,化学,物理+化学,616,2025,物理
5208,中南民族大学,04,不限,物理,550,2025,物理
5208,中南民族大学,05,化学,物理+化学,548,2025,物理
5208,中南民族大学,06,化学,物理+化学,542,2025,物理
5208,中南民族大学,07,化学,物理+化学,576,2025,物理
5209,湖北大学,02,不限,物理,550,2025,物理
5209,湖北大学,05,化学,物理+化学,586,2025,物理
5211,湖北中医药大学,02,不限,物理,572,2025,物理
5211,湖北中医药大学,03,化学,物理+化学,546,2025,物理
5212,武汉纺织大学,02,化学,物理+化学,543,2025,物理
5213,武汉体育学院,02,不限,物理,520,2025,物理
5215,武汉工程大学,02,化学,物理+化学,571,2025,物理
5216,武汉轻工大学,04,化学,物理+化学,546,2025,物理
5217,武汉科技大学,02,化学,物理+化学,589,2025,物理
5218,江汉大学,01,化学,物理+化学,571,2025,物理
5219,湖北工业大学,01,不限,物理,545,2025,物理
5219,湖北工业大学,02,化学,物理+化学,550,2025,物理
5220,湖北第二师范学院,03,不限,物理,517,2025,物理
5221,湖北经济学院,03,不限,物理,533,2025,物理
5221,湖北经济学院,05,化学,物理+化学,540,2025,物理
5225,汉江师范学院,03,化学,物理+化学,514,2025,物理
5226,武汉职业技术大学,01,不限,物理,518,2025,物理
5243,长江大学,02,不限,物理,555,2025,物理
5243,长江大学,03,化学,物理+化学,533,2025,物理
5243,长江大学,06,生物,物理+生物,532,2025,物理
5251,三峡大学,02,不限,物理,565,2025,物理
5251,三峡大学,03,化学,物理+化学,592,2025,物理
5255,湖北汽车工业学院,01,不限,物理,531,2025,物理
5255,湖北汽车工业学院,02,化学,物理+化学,529,2025,物理
5256,湖北医药学院,01,化学,物理+化学,533,2025,物理
5261,湖北师范大学,03,化学,物理+化学,537,2025,物理
5265,湖北理工学院,02,不限,物理,521,2025,物理
5265,湖北理工学院,03,化学,物理+化学,517,2025,物理
5267,湖北民族大学,02,化学,物理+化学,539,2025,物理
5271,湖北警官学院,02,不限,物理,555,2025,物理
5271,湖北警官学院,03,化学,物理+化学,533,2025,物理
5285,荆楚理工学院,03,化学,物理+化学,514,2025,物理
5287,湖北科技学院,02,化学,物理+化学,509,2025,物理
5290,湖北文理学院,02,化学,物理+化学,493,2025,物理
5295,湖北工程学院,02,不限,物理,515,2025,物理
5295,湖北工程学院,03,化学,物理+化学,504,2025,物理
5301,湖南大学,04,不限,物理,632,2025,物理
5301,湖南大学,06,化学,物理+化学,635,2025,物理
5302,中南大学,02,化学,物理+化学,636,2025,物理
5302,中南大学,05,化学和生物,物理+化学和生物,633,2025,物理
5302,中南大学,06,化学和生物,物理+化学和生物,654,2025,物理
5303,湖南师范大学,04,不限,物理,591,2025,物理
5303,湖南师范大学,05,化学,物理+化学,603,2025,物理
5303,湖南师范大学,06,化学,物理+化学,561,2025,物理
5303,湖南师范大学,07,地理,物理+地理,598,2025,物理
5304,湖南中医药大学,01,不限,物理,585,2025,物理
5304,湖南中医药大学,02,不限,物理,538,2025,物理
5304,湖南中医药大学,03,化学,物理+化学,496,2025,物理
5304,湖南中医药大学,04,化学,物理+化学,577,2025,物理
5304,湖南中医药大学,05,化学,物理+化学,565,2025,物理
5305,湖南农业大学,02,不限,物理,541,2025,物理
5305,湖南农业大学,03,化学,物理+化学,543,2025,物理
5306,湖南工商大学,02,不限,物理,533,2025,物理
5306,湖南工商大学,04,化学,物理+化学,542,2025,物理
5306,湖南工商大学,05,地理,物理+地理,536,2025,物理
5307,长沙理工大学,02,不限,物理,570,2025,物理
5307,长沙理工大学,03,化学,物理+化学,577,2025,物理
5308,长沙学院,05,不限,物理,522,2025,物理
5308,长沙学院,06,不限,物理,523,2025,物理
5308,长沙学院,07,化学,物理+化学,517,2025,物理
5308,长沙学院,08,化学,物理+化学,515,2025,物理
5308,长沙学院,09,化学,物理+化学,524,2025,物理
5308,长沙学院,10,化学和生物,物理+化学和生物,516,2025,物理
5308,长沙学院,11,思想政治,物理+思想政治,520,2025,物理
5310,湖南人文科技学院,04,不限,物理,506,2025,物理
5310,湖南人文科技学院,06,化学,物理+化学,499,2025,物理
5310,湖南人文科技学院,07,思想政治,物理+思想政治,521,2025,物理
5320,湖南财政经济学院,02,不限,物理,522,2025,物理
5320,湖南财政经济学院,03,不限,物理,529,2025,物理
5320,湖南财政经济学院,04,化学,物理+化学,537,2025,物理
5321,湖南科技大学,02,不限,物理,535,2025,物理
5321,湖南科技大学,03,化学,物理+化学,538,2025,物理
5321,湖南科技大学,04,地理,物理+地理,562,2025,物理
5322,湖南工程学院,02,不限,物理,516,2025,物理
5322,湖南工程学院,03,化学,物理+化学,509,2025,物理
5323,湘潭大学,02,不限,物理,580,2025,物理
5323,湘潭大学,03,化学,物理+化学,584,2025,物理
5327,湖南工学院,02,不限,物理,519,2025,物理
5327,湖南工学院,03,化学,物理+化学,505,2025,物理
5331,中南林业科技大学,02,不限,物理,534,2025,物理
5331,中南林业科技大学,03,化学,物理+化学,496,2025,物理
5332,湖南工业大学,02,不限,物理,530,2025,物理
5332,湖南工业大学,03,不限,物理,520,2025,物理
5332,湖南工业大学,04,化学,物理+化学,529,2025,物理
5332,湖南工业大学,05,化学,物理+化学,530,2025,物理
5341,南华大学,02,不限,物理,536,2025,物理
5341,南华大学,03,化学,物理+化学,530,2025,物理
5342,衡阳师范学院,03,不限,物理,509,2025,物理
5342,衡阳师范学院,04,化学,物理+化学,503,2025,物理
5342,衡阳师范学院,05,地理,物理+地理,524,2025,物理
5343,湖南文理学院,04,化学,物理+化学,502,2025,物理
5343,湖南文理学院,05,化学和生物,物理+化学和生物,496,2025,物理
5348,湖南医药学院,01,化学,物理+化学,530,2025,物理
5348,湖南医药学院,02,化学,物理+化学,545,2025,物理
5348,湖南医药学院,03,化学,物理+化学,585,2025,物理
5349,湖南第一师范学院,01,化学,物理+化学,527,2025,物理
5351,湖南理工学院,02,不限,物理,519,2025,物理
5351,湖南理工学院,03,不限,物理,520,2025,物理
5351,湖南理工学院,04,化学,物理+化学,501,2025,物理
5355,湖南城市学院,02,不限,物理,508,2025,物理
5355,湖南城市学院,03,化学,物理+化学,502,2025,物理
5361,吉首大学,03,不限,物理,532,2025,物理
5361,吉首大学,04,化学,物理+化学,508,2025,物理
5371,邵阳学院,02,化学,物理+化学,494,2025,物理
5380,长沙师范学院,03,不限,物理,517,2025,物理
5380,长沙师范学院,04,化学,物理+化学,523,2025,物理
5381,湘南学院,02,不限,物理,508,2025,物理
5381,湘南学院,03,化学,物理+化学,502,2025,物理
5381,湘南学院,04,化学,物理+化学,515,2025,物理
5385,怀化学院,03,化学,物理+化学,499,2025,物理
5385,怀化学院,04,生物,物理+生物,508,2025,物理
5391,湖南科技学院,03,化学,物理+化学,501,2025,物理
5393,湖南女子学院,02,不限,物理,507,2025,物理
5393,湖南女子学院,03,化学,物理+化学,508,2025,物理
5401,中山大学,03,不限,物理,644,2025,物理
5401,中山大学,04,化学,物理+化学,648,2025,物理
5401,中山大学,05,化学,物理+化学,643,2025,物理
5402,华南理工大学,03,化学,物理+化学,648,2025,物理
5402,华南理工大学,04,化学,物理+化学,644,2025,物理
5402,华南理工大学,05,化学,物理+化学,652,2025,物理
5402,华南理工大学,06,化学,物理+化学,649,2025,物理
5403,华南农业大学,01,不限,物理,588,2025,物理
5403,华南农业大学,02,化学,物理+化学,590,2025,物理
5403,华南农业大学,03,生物,物理+生物,590,2025,物理
5404,广东外语外贸大学,03,不限,物理,554,2025,物理
5405,广东医科大学,01,化学,物理+化学,579,2025,物理
5405,广东医科大学,02,化学,物理+化学,527,2025,物理
5406,广东药科大学,01,化学,物理+化学,555,2025,物理
5406,广东药科大学,02,化学,物理+化学,565,2025,物理
5407,暨南大学,02,不限,物理,598,2025,物理
5407,暨南大学,03,化学,物理+化学,610,2025,物理
5407,暨南大学,04,化学,物理+化学,617,2025,物理
5407,暨南大学,05,化学,物理+化学,623,2025,物理
5408,广州美术学院,01,不限,物理,552,2025,物理
5408,广州美术学院,02,化学,物理+化学,602,2025,物理
5411,广州航海学院,02,化学,物理+化学,531,2025,物理
5412,广东金融学院,02,不限,物理,560,2025,物理
5412,广东金融学院,03,化学,物理+化学,564,2025,物理
5413,华南师范大学,02,化学,物理+化学,610,2025,物理
5414,广东财经大学,02,不限,物理,558,2025,物理
5416,广东轻工职业技术大学,03,不限,物理,520,2025,物理
5419,广州大学,03,化学,物理+化学,583,2025,物理
5420,广州中医药大学,02,不限,物理,598,2025,物理
5420,广州中医药大学,03,化学,物理+化学,584,2025,物理
5421,汕头大学,02,不限,物理,564,2025,物理
5421,汕头大学,03,化学,物理+化学,558,2025,物理
5421,汕头大学,04,化学,物理+化学,565,2025,物理
5422,南方医科大学,02,化学,物理+化学,555,2025,物理
5423,广州体育学院,02,化学,物理+化学,535,2025,物理
5431,广东海洋大学,01,不限,物理,545,2025,物理
5431,广东海洋大学,02,化学,物理+化学,521,2025,物理
5431,广东海洋大学,03,化学,物理+化学,560,2025,物理
5431,广东海洋大学,05,化学和生物,物理+化学和生物,533,2025,物理
5437,韶关学院,02,化学,物理+化学,515,2025,物理
5441,广东石油化工学院,01,化学,物理+化学,512,2025,物理
5451,深圳大学,02,不限,物理,627,2025,物理
5451,深圳大学,04,化学,物理+化学,623,2025,物理
5477,岭南师范学院,03,不限,物理,537,2025,物理
5477,岭南师范学院,04,不限,物理,521,2025,物理
5477,岭南师范学院,05,化学,物理+化学,515,2025,物理
5477,岭南师范学院,06,化学,物理+化学,516,2025,物理
5478,广东工业大学,02,化学,物理+化学,606,2025,物理
5479,深圳技术大学,02,化学,物理+化学,598,2025,物理
5484,肇庆学院,01,化学,物理+化学,534,2025,物理
5484,肇庆学院,02,化学,物理+化学,521,2025,物理
5485,肇庆医学院,01,化学,物理+化学,524,2025,物理
5501,广西大学,01,化学,物理+化学,590,2025,物理
5502,广西中医药大学,02,不限,物理,575,2025,物理
5502,广西中医药大学,03,化学,物理+化学,535,2025,物理
5502,广西中医药大学,04,化学,物理+化学,573,2025,物理
5502,广西中医药大学,05,化学,物理+化学,541,2025,物理
5504,南宁师范大学,02,不限,物理,508,2025,物理
5504,南宁师范大学,03,化学,物理+化学,518,2025,物理
5505,玉林师范学院,05,化学,物理+化学,498,2025,物理
