院校代号,院校名,专业组号,再选科目要求(原文),subject_requirement,投档最低分,年份,首选(科类)
2508,江西农业大学,04,不限,物理,535,2025,物理
2508,江西农业大学,05,化学,物理+化学,535,2025,物理
2508,江西农业大学,06,化学,物理+化学,532,2025,物理
2508,江西农业大学,07,化学,物理+化学,527,2025,物理
2508,江西农业大学,08,地理,物理+地理,558,2025,物理
2510,江西师范大学,09,不限,物理,545,2025,物理
2510,江西师范大学,10,不限,物理,550,2025,物理
2510,江西师范大学,11,不限,物理,541,2025,物理
2510,江西师范大学,12,化学,物理+化学,545,2025,物理
2510,江西师范大学,13,化学,物理+化学,556,2025,物理
2510,江西师范大学,14,地理,物理+地理,594,2025,物理
2511,江西水利电力大学,02,不限,物理,546,2025,物理
2511,江西水利电力大学,03,化学,物理+化学,535,2025,物理
2511,江西水利电力大学,05,生物,物理+生物,528,2025,物理
2512,江西警察学院,02,不限,物理,554,2025,物理
2512,江西警察学院,03,化学,物理+化学,531,2025,物理
2521,江西理工大学,02,不限,物理,533,2025,物理
2521,江西理工大学,03,化学,物理+化学,535,2025,物理
2521,江西理工大学,05,地理,物理+地理,555,2025,物理
2522,赣南医科大学,01,不限,物理,533,2025,物理
2522,赣南医科大学,02,化学,物理+化学,501,2025,物理
2522,赣南医科大学,03,生物,物理+生物,551,2025,物理
2523,赣南师范大学,08,不限,物理,523,2025,物理
2523,赣南师范大学,09,不限,物理,521,2025,物理
2523,赣南师范大学,10,化学,物理+化学,537,2025,物理
2523,赣南师范大学,11,化学,物理+化学,503,2025,物理
2523,赣南师范大学,12,化学,物理+化学,534,2025,物理
2523,赣南师范大学,13,化学,物理+化学,506,2025,物理
2527,新余学院,03,化学,物理+化学,502,2025,物理
2527,新余学院,04,化学,物理+化学,519,2025,物理
2531,景德镇陶瓷大学,02,不限,物理,527,2025,物理
2531,景德镇陶瓷大学,03,化学,物理+化学,528,2025,物理
2541,东华理工大学,01,化学,物理+化学,537,2025,物理
2542,萍乡学院,03,不限,物理,509,2025,物理
2542,萍乡学院,04,化学,物理+化学,503,2025,物理
2543,南昌师范学院,03,不限,物理,509,2025,物理
2543,南昌师范学院,04,化学,物理+化学,519,2025,物理
2547,江西飞行学院,01,化学,物理+化学,539,2025,物理
2551,宜春学院,04,不限,物理,512,2025,物理
2551,宜春学院,05,化学,物理+化学,503,2025,物理
2551,宜春学院,06,化学和生物,物理+化学和生物,509,2025,物理
2551,宜春学院,07,生物,物理+生物,519,2025,物理
2561,九江学院,02,不限,物理,511,2025,物理
2561,九江学院,03,化学,物理+化学,504,2025,物理
2571,上饶师范学院,03,不限,物理,509,2025,物理
2571,上饶师范学院,04,化学,物理+化学,502,2025,物理
2571,上饶师范学院,05,生物,物理+生物,508,2025,物理
2572,赣东学院,02,不限,物理,512,2025,物理
2572,赣东学院,03,化学,物理+化学,503,2025,物理
2573,赣南科技学院,02,不限,物理,508,2025,物理
2573,赣南科技学院,03,化学,物理+化学,504,2025,物理
2574,南昌医学院,02,化学,物理+化学,579,2025,物理
2574,南昌医学院,03,化学,物理+化学,558,2025,物理
2574,南昌医学院,04,化学,物理+化学,582,2025,物理
2574,南昌医学院,05,化学,物理+化学,585,2025,物理
2574,南昌医学院,06,生物,物理+生物,577,2025,物理
2574,南昌医学院,07,生物,物理+生物,555,2025,物理
2581,井冈山大学,02,不限,物理,518,2025,物理
2581,井冈山大学,03,化学,物理+化学,528,2025,物理
2596,景德镇学院,02,不限,物理,511,2025,物理
2596,景德镇学院,03,化学,物理+化学,520,2025,物理
2601,山东大学,04,化学,物理+化学,638,2025,物理
2601,山东大学,05,化学,物理+化学,645,2025,物理
2601,山东大学,06,化学,物理+化学,640,2025,物理
2601,山东大学,07,化学,物理+化学,635,2025,物理
2601,山东大学,08,化学和生物,物理+化学和生物,640,2025,物理
2601,山东大学,09,生物,物理+生物,612,2025,物理
2602,济南大学,02,不限,物理,583,2025,物理
2602,济南大学,03,化学,物理+化学,558,2025,物理
2605,山东中医药大学,01,化学,物理+化学,544,2025,物理
2606,山东财经大学,02,不限,物理,561,2025,物理
2606,山东财经大学,03,不限,物理,568,2025,物理
2606,山东财经大学,04,化学,物理+化学,569,2025,物理
2607,山东建筑大学,01,不限,物理,552,2025,物理
2607,山东建筑大学,03,化学,物理+化学,546,2025,物理
2608,山东工艺美术学院,03,不限,物理,507,2025,物理
2608,山东工艺美术学院,04,不限,物理,507,2025,物理
2608,山东工艺美术学院,05,化学,物理+化学,513,2025,物理
2609,山东交通学院,03,不限,物理,526,2025,物理
2609,山东交通学院,04,化学,物理+化学,529,2025,物理
2610,齐鲁工业大学,02,化学,物理+化学,539,2025,物理
2611,山东理工大学,02,化学,物理+化学,551,2025,物理
2613,枣庄学院,01,不限,物理,514,2025,物理
2613,枣庄学院,02,化学,物理+化学,505,2025,物理
2614,山东第二医科大学,01,不限,物理,553,2025,物理
2614,山东第二医科大学,02,化学,物理+化学,566,2025,物理
2621,中国海洋大学,05,不限,物理,624,2025,物理
2621,中国海洋大学,06,化学,物理+化学,625,2025,物理
2621,中国海洋大学,13,化学,物理+化学,641,2025,物理
2621,中国海洋大学,14,化学,物理+化学,642,2025,物理
2622,青岛理工大学,02,不限,物理,555,2025,物理
2622,青岛理工大学,03,不限,物理,556,2025,物理
2622,青岛理工大学,06,化学,物理+化学,556,2025,物理
2623,青岛科技大学,01,化学,物理+化学,558,2025,物理
2624,青岛大学,02,不限,物理,584,2025,物理
2624,青岛大学,03,化学,物理+化学,561,2025,物理
2624,青岛大学,04,化学,物理+化学,583,2025,物理
2631,山东农业大学,02,化学,物理+化学,533,2025,物理
2633,山东科技大学,01,不限,物理,586,2025,物理
2633,山东科技大学,03,化学,物理+化学,557,2025,物理
2633,山东科技大学,05,地理,物理+地理,590,2025,物理
2635,潍坊学院,03,不限,物理,514,2025,物理
2635,潍坊学院,04,化学,物理+化学,508,2025,物理
2635,潍坊学院,05,化学和生物,物理+化学和生物,503,2025,物理
2642,聊城大学,03,不限,物理,541,2025,物理
2642,聊城大学,04,化学,物理+化学,528,2025,物理
2643,青岛农业大学,01,化学,物理+化学,524,2025,物理
2645,临沂大学,02,不限,物理,548,2025,物理
2645,临沂大学,03,不限,物理,559,2025,物理
2645,临沂大学,04,化学,物理+化学,531,2025,物理
2650,山东航空学院,02,不限,物理,542,2025,物理
2650,山东航空学院,03,化学,物理+化学,544,2025,物理
2650,山东航空学院,04,化学,物理+化学,551,2025,物理
2650,山东航空学院,05,化学,物理+化学,550,2025,物理
2651,烟台大学,03,不限,物理,536,2025,物理
2651,烟台大学,05,化学,物理+化学,538,2025,物理
2652,山东工商学院,02,不限,物理,524,2025,物理
2652,山东工商学院,03,不限,物理,531,2025,物理
2652,山东工商学院,04,化学,物理+化学,530,2025,物理
2653,鲁东大学,02,不限,物理,535,2025,物理
2653,鲁东大学,03,化学,物理+化学,519,2025,物理
2661,山东大学威海分校,02,不限,物理,632,2025,物理
2661,山东大学威海分校,03,化学,物理+化学,635,2025,物理
2669,菏泽学院,02,不限,物理,525,2025,物理
2669,菏泽学院,03,化学,物理+化学,503,2025,物理
2671,曲阜师范大学,02,不限,物理,540,2025,物理
2671,曲阜师范大学,03,化学,物理+化学,555,2025,物理
2671,曲阜师范大学,04,地理,物理+地理,577,2025,物理
2681,滨州医学院,01,化学,物理+化学,582,2025,物理
2681,滨州医学院,02,化学,物理+化学,549,2025,物理
2681,滨州医学院,03,化学,物理+化学,538,2025,物理
2683,德州学院,02,化学,物理+化学,516,2025,物理
2691,山东第一医科大学,02,化学,物理+化学,606,2025,物理
2691,山东第一医科大学,03,化学,物理+化学,580,2025,物理
2691,山东第一医科大学,04,化学,物理+化学,580,2025,物理
2691,山东第一医科大学,05,化学,物理+化学,558,2025,物理
2691,山东第一医科大学,06,化学,物理+化学,578,2025,物理
2691,山东第一医科大学,07,化学,物理+化学,588,2025,物理
2691,山东第一医科大学,08,化学,物理+化学,566,2025,物理
2691,山东第一医科大学,09,化学,物理+化学,563,2025,物理
2695,济宁医学院,01,化学,物理+化学,535,2025,物理
2701,山东女子学院,02,不限,物理,516,2025,物理
2702,济宁学院,02,化学,物理+化学,528,2025,物理
2706,泰山学院,01,化学,物理+化学,507,2025,物理
2706,泰山学院,02,化学,物理+化学,509,2025,物理
2706,泰山学院,03,化学,物理+化学,529,2025,物理
2706,泰山学院,04,化学,物理+化学,532,2025,物理
2706,泰山学院,05,化学,物理+化学,514,2025,物理
2710,齐鲁师范学院,01,化学,物理+化学,496,2025,物理
2711,山东师范大学,05,不限,物理,555,2025,物理
2711,山东师范大学,07,化学,物理+化学,550,2025,物理
2711,山东师范大学,08,地理,物理+地理,584,2025,物理
2713,山东青年政治学院,01,不限,物理,531,2025,物理
2713,山东青年政治学院,02,化学,物理+化学,530,2025,物理
2721,康复大学,01,化学,物理+化学,585,2025,物理
2721,康复大学,02,化学,物理+化学,571,2025,物理
2721,康复大学,03,化学,物理+化学,572,2025,物理
2721,康复大学,04,化学,物理+化学,578,2025,物理
2721,康复大学,05,化学,物理+化学,583,2025,物理
2721,康复大学,06,化学,物理+化学,568,2025,物理
2755,山东石油化工学院,03,化学,物理+化学,540,2025,物理
2755,山东石油化工学院,04,化学,物理+化学,528,2025,物理
2755,山东石油化工学院,05,化学,物理+化学,532,2025,物理
2755,山东石油化工学院,06,化学,物理+化学,534,2025,物理
2755,山东石油化工学院,07,化学,物理+化学,527,2025,物理
2755,山东石油化工学院,08,化学,物理+化学,537,2025,物理
2755,山东石油化工学院,09,化学,物理+化学,535,2025,物理
2755,山东石油化工学院,10,化学,物理+化学,519,2025,物理
3101,北京大学,05,化学,物理+化学,686,2025,物理
3102,中国人民大学,05,化学,物理+化学,661,2025,物理
3103,清华大学,04,化学,物理+化学,684,2025,物理
3104,北京师范大学,04,不限,物理,642,2025,物理
3104,北京师范大学,05,化学,物理+化学,644,2025,物理
3105,北京交通大学,03,化学,物理+化学,645,2025,物理
3105,北京交通大学,04,化学,物理+化学,644,2025,物理
3105,北京交通大学,05,化学,物理+化学,641,2025,物理
3106,北京航空航天大学,02,化学,物理+化学,659,2025,物理
3107,北京理工大学,02,化学,物理+化学,660,2025,物理
3107,北京理工大学,03,化学,物理+化学,657,2025,物理
3108,北京科技大学,02,不限,物理,634,2025,物理
3108,北京科技大学,03,化学,物理+化学,634,2025,物理
3108,北京科技大学,04,化学,物理+化学,637,2025,物理
3109,北京化工大学,02,化学,物理+化学,617,2025,物理
3109,北京化工大学,03,化学,物理+化学,625,2025,物理
3109,北京化工大学,04,化学,物理+化学,614,2025,物理
3110,中国农业大学,04,化学,物理+化学,639,2025,物理
3110,中国农业大学,05,化学,物理+化学,638,2025,物理
3112,中国政法大学,04,不限,物理,631,2025,物理
3113,北京邮电大学,01,化学,物理+化学,647,2025,物理
3113,北京邮电大学,04,化学,物理+化学,655,2025,物理
3114,北京林业大学,05,不限,物理,602,2025,物理
3114,北京林业大学,06,不限,物理,599,2025,物理
3114,北京林业大学,07,化学,物理+化学,610,2025,物理
3114,北京林业大学,08,化学,物理+化学,605,2025,物理
3114,北京林业大学,09,化学,物理+化学,598,2025,物理
3114,北京林业大学,10,化学,物理+化学,600,2025,物理
3114,北京林业大学,11,生物,物理+生物,600,2025,物理
3114,北京林业大学,12,地理,物理+地理,609,2025,物理
3115,北京大学医学部,02,不限,物理,667,2025,物理
3115,北京大学医学部,03,化学,物理+化学,671,2025,物理
3115,北京大学医学部,04,化学,物理+化学,681,2025,物理
3116,北京外国语大学,06,不限,物理,622,2025,物理
3117,北京语言大学,06,不限,物理,579,2025,物理
3117,北京语言大学,08,化学,物理+化学,592,2025,物理
3117,北京语言大学,09,思想政治,物理+思想政治,591,2025,物理
3119,对外经济贸易大学,04,不限,物理,632,2025,物理
3119,对外经济贸易大学,05,化学,物理+化学,635,2025,物理
3120,中央财经大学,03,不限,物理,633,2025,物理
3121,北京中医药大学,02,不限,物理,599,2025,物理
3121,北京中医药大学,03,化学,物理+化学,608,2025,物理
3123,中国传媒大学,07,不限,物理,613,2025,物理
3123,中国传媒大学,08,不限,物理,620,2025,物理
3123,中国传媒大学,09,化学,物理+化学,623,2025,物理
3123,中国传媒大学,11,化学,物理+化学,632,2025,物理
3124,中央美术学院,03,不限,物理,589,2025,物理
3124,中央美术学院,05,化学,物理+化学,619,2025,物理
3127,北京体育大学,06,不限,物理,599,2025,物理
3127,北京体育大学,07,不限,物理,597,2025,物理
3127,北京体育大学,08,不限,物理,627,2025,物理
3127,北京体育大学,09,化学,物理+化学,609,2025,物理
3127,北京体育大学,10,化学,物理+化学,599,2025,物理
3129,中央民族大学,02,不限,物理,621,2025,物理
3129,中央民族大学,03,化学,物理+化学,622,2025,物理
3130,北京协和医学院,01,化学,物理+化学,599,2025,物理
3132,北京第二外国语学院,02,不限,物理,573,2025,物理
3133,首都师范大学,02,化学,物理+化学,607,2025,物理
3134,北京工业大学,01,化学,物理+化学,633,2025,物理
3135,首都医科大学,01,化学,物理+化学,635,2025,物理
3135,首都医科大学,02,化学,物理+化学,587,2025,物理
3136,北京物资学院,02,不限,物理,564,2025,物理
3136,北京物资学院,04,化学,物理+化学,560,2025,物理
3137,北京信息科技大学,01,不限,物理,592,2025,物理
3137,北京信息科技大学,02,化学,物理+化学,597,2025,物理
3138,北京服装学院,01,化学,物理+化学,545,2025,物理
3139,北京印刷学院,02,化学,物理+化学,550,2025,物理
3141,北京石油化工学院,02,化学,物理+化学,540,2025,物理
3142,北京工商大学,02,不限,物理,570,2025,物理
3142,北京工商大学,03,化学,物理+化学,564,2025,物理
3144,北京联合大学,02,化学,物理+化学,586,2025,物理
3144,北京联合大学,03,地理,物理+地理,574,2025,物理
3145,北京建筑大学,01,不限,物理,585,2025,物理
3145,北京建筑大学,02,化学,物理+化学,545,2025,物理
3148,北京电影学院,07,不限,物理,587,2025,物理
3148,北京电影学院,08,不限,物理,596,2025,物理
3148,北京电影学院,09,不限,物理,586,2025,物理
3148,北京电影学院,10,不限,物理,626,2025,物理
3148,北京电影学院,11,化学,物理+化学,616,2025,物理
3153,华北科技学院,02,不限,物理,517,2025,物理
3153,华北科技学院,03,化学,物理+化学,516,2025,物理
3153,华北科技学院,04,化学,物理+化学,512,2025,物理
3154,首都经济贸易大学,02,不限,物理,582,2025,物理
3154,首都经济贸易大学,03,化学,物理+化学,588,2025,物理
3156,中国科学院大学,02,化学,物理+化学,669,2025,物理
3169,中国劳动关系学院,02,不限,物理,536,2025,物理
3169,中国劳动关系学院,03,化学,物理+化学,536,2025,物理
3176,民政职业大学,03,不限,物理,531,2025,物理
3201,南开大学,03,化学,物理+化学,651,2025,物理
3202,天津大学,01,化学,物理+化学,637,2025,物理
3202,天津大学,02,化学,物理+化学,647,2025,物理
3203,天津医科大学,01,化学,物理+化学,606,2025,物理
3203,天津医科大学,02,化学和生物,物理+化学和生物,599,2025,物理
3203,天津医科大学,03,化学和生物,物理+化学和生物,634,2025,物理
3203,天津医科大学,04,化学和生物,物理+化学和生物,634,2025,物理
3203,天津医科大学,05,化学和生物,物理+化学和生物,650,2025,物理
3204,天津师范大学,06,不限,物理,545,2025,物理
3204,天津师范大学,07,化学,物理+化学,545,2025,物理
3204,天津师范大学,08,化学,物理+化学,568,2025,物理
3204,天津师范大学,09,地理,物理+地理,565,2025,物理
3205,中国民航大学,03,不限,物理,589,2025,物理
3205,中国民航大学,04,化学,物理+化学,593,2025,物理
3206,天津工业大学,03,不限,物理,589,2025,物理
3206,天津工业大学,04,化学,物理+化学,594,2025,物理
3206,天津工业大学,05,化学,物理+化学,583,2025,物理
3207,天津商业大学,02,不限,物理,547,2025,物理
3207,天津商业大学,04,化学,物理+化学,545,2025,物理
3208,天津科技大学,02,不限,物理,555,2025,物理
3208,天津科技大学,03,化学,物理+化学,545,2025,物理
3208,天津科技大学,04,化学,物理+化学,576,2025,物理
3209,天津财经大学,02,不限,物理,560,2025,物理
3209,天津财经大学,03,不限,物理,562,2025,物理
3209,天津财经大学,04,化学,物理+化学,568,2025,物理
3210,天津城建大学,03,不限,物理,535,2025,物理
3210,天津城建大学,04,化学,物理+化学,522,2025,物理
3210,天津城建大学,06,地理,物理+地理,555,2025,物理
3211,天津外国语大学,06,不限,物理,553,2025,物理
3211,天津外国语大学,07,不限,物理,544,2025,物理
3211,天津外国语大学,08,不限,物理,542,2025,物理
3211,天津外国语大学,10,化学,物理+化学,575,2025,物理
3211,天津外国语大学,11,思想政治,物理+思想政治,550,2025,物理
3212,天津中医药大学,02,化学,物理+化学,600,2025,物理
3212,天津中医药大学,03,化学,物理+化学,562,2025,物理
3212,天津中医药大学,04,化学,物理+化学,579,2025,物理
3212,天津中医药大学,05,化学,物理+化学,574,2025,物理
3212,天津中医药大学,07,化学,物理+化学,594,2025,物理
3212,天津中医药大学,08,化学,物理+化学,602,2025,物理
3213,天津农学院,02,不限,物理,519,2025,物理
3213,天津农学院,03,不限,物理,524,2025,物理
3213,天津农学院,04,化学,物理+化学,506,2025,物理
3213,天津农学院,05,化学,物理+化学,521,2025,物理
3213,天津农学院,06,生物,物理+生物,517,2025,物理
3214,天津理工大学,01,不限,物理,543,2025,物理
3214,天津理工大学,02,化学,物理+化学,561,2025,物理
3214,天津理工大学,03,化学,物理+化学,544,2025,物理
3214,天津理工大学,04,化学,物理+化学,575,2025,物理
3217,天津体育学院,02,不限,物理,514,2025,物理
3218,天津职业技术师范大学,02,不限,物理,553,2025,物理
3218,天津职业技术师范大学,03,化学,物理+化学,549,2025,物理
3301,石家庄铁道大学,03,不限,物理,542,2025,物理
3301,石家庄铁道大学,04,不限,物理,561,2025,物理
3301,石家庄铁道大学,05,化学,物理+化学,566,2025,物理
3301,石家庄铁道大学,06,化学,物理+化学,584,2025,物理
3302,河北科技师范学院,02,不限,物理,505,2025,物理
3302,河北科技师范学院,03,化学,物理+化学,504,2025,物理
3303,河北建筑工程学院,01,不限,物理,520,2025,物理
3303,河北建筑工程学院,02,化学,物理+化学,503,2025,物理
3304,河北科技大学,02,化学,物理+化学,555,2025,物理
3305,河北地质大学,02,不限,物理,527,2025,物理
3305,河北地质大学,03,化学,物理+化学,525,2025,物理
3307,河北工业大学,02,不限,物理,592,2025,物理
3307,河北工业大学,03,化学,物理+化学,613,2025,物理
3307,河北工业大学,04,化学,物理+化学,600,2025,物理
3307,河北工业大学,06,化学,物理+化学,598,2025,物理
3310,河北经贸大学,04,不限,物理,527,2025,物理
3310,河北经贸大学,05,不限,物理,534,2025,物理
3310,河北经贸大学,06,不限,物理,550,2025,物理
3310,河北经贸大学,08,化学,物理+化学,543,2025,物理
3312,河北大学,02,不限,物理,544,2025,物理
3312,河北大学,03,化学,物理+化学,538,2025,物理
3313,河北医科大学,01,化学,物理+化学,558,2025,物理
3313,河北医科大学,02,化学和生物,物理+化学和生物,584,2025,物理
3313,河北医科大学,03,生物,物理+生物,561,2025,物理
3314,河北师范大学,04,化学,物理+化学,555,2025,物理
3314,河北师范大学,05,化学和生物,物理+化学和生物,517,2025,物理
3315,河北金融学院,03,不限,物理,527,2025,物理
3315,河北金融学院,05,化学,物理+化学,511,2025,物理
3318,防灾科技学院,02,不限,物理,526,2025,物理
3318,防灾科技学院,03,化学,物理+化学,519,2025,物理
3320,河北环境工程学院,02,不限,物理,508,2025,物理
3320,河北环境工程学院,03,化学,物理+化学,502,2025,物理
3321,燕山大学,02,不限,物理,563,2025,物理
3321,燕山大学,03,化学,物理+化学,587,2025,物理
3322,东北大学秦皇岛分校,02,不限,物理,618,2025,物理
3322,东北大学秦皇岛分校,03,化学,物理+化学,633,2025,物理
3326,河北水利电力学院,01,化学,物理+化学,505,2025,物理
3332,华北理工大学,04,不限,物理,551,2025,物理
3332,华北理工大学,05,不限,物理,535,2025,物理
3332,华北理工大学,06,化学,物理+化学,540,2025,物理
3332,华北理工大学,07,化学,物理+化学,544,2025,物理
3332,华北理工大学,08,化学,物理+化学,532,2025,物理
3332,华北理工大学,09,化学,物理+化学,529,2025,物理
3332,华北理工大学,10,化学和生物,物理+化学和生物,579,2025,物理
3332,华北理工大学,11,生物,物理+生物,568,2025,物理
3333,衡水学院,03,不限,物理,507,2025,物理
3333,衡水学院,04,化学,物理+化学,502,2025,物理
3341,北华航天工业学院,02,不限,物理,523,2025,物理
3341,北华航天工业学院,03,化学,物理+化学,525,2025,物理
3344,邯郸学院,02,化学,物理+化学,503,2025,物理
3348,河北中医药大学,01,不限,物理,577,2025,物理
3348,河北中医药大学,02,化学,物理+化学,553,2025,物理
3348,河北中医药大学,03,化学,物理+化学,574,2025,物理
3348,河北中医药大学,04,生物,物理+生物,563,2025,物理
3349,河北北方学院,01,化学,物理+化学,561,2025,物理
3349,河北北方学院,02,化学,物理+化学,572,2025,物理
3351,河北工程大学,03,不限,物理,540,2025,物理
3351,河北工程大学,04,不限,物理,503,2025,物理
3351,河北工程大学,05,化学,物理+化学,529,2025,物理
3351,河北工程大学,07,化学,物理+化学,566,2025,物理
3353,承德医学院,01,化学,物理+化学,578,2025,物理
3362,邢台学院,02,不限,物理,504,2025,物理
3362,邢台学院,03,化学,物理+化学,506,2025,物理
3365,沧州师范学院,02,化学,物理+化学,509,2025,物理
3378,河北石油职业技术大学,01,不限,物理,519,2025,物理
3379,河北科技工程职业技术大学,03,不限,物理,526,2025,物理
3380,河北工业职业技术大学,01,不限,物理,522,2025,物理
3380,河北工业职业技术大学,02,化学,物理+化学,501,2025,物理
3380,河北工业职业技术大学,03,化学,物理+化学,502,2025,物理
3401,山西大学,02,化学,物理+化学,594,2025,物理
3402,中北大学,02,不限,物理,548,2025,物理
3402,中北大学,03,化学,物理+化学,571,2025,物理
3402,中北大学,04,化学,物理+化学,598,2025,物理
3403,山西财经大学,03,不限,物理,543,2025,物理
3403,山西财经大学,04,不限,物理,557,2025,物理
3403,山西财经大学,06,化学,物理+化学,555,2025,物理
3404,太原科技大学,02,不限,物理,550,2025,物理
3404,太原科技大学,03,化学,物理+化学,547,2025,物理
3405,太原理工大学,01,化学,物理+化学,594,2025,物理
3406,太原工业学院,02,化学,物理+化学,507,2025,物理
3406,太原工业学院,03,化学,物理+化学,501,2025,物理
3407,山西医科大学,01,化学和生物,物理+化学和生物,577,2025,物理
3407,山西医科大学,02,化学和生物,物理+化学和生物,586,2025,物理
3407,山西医科大学,03,生物,物理+生物,564,2025,物理
3408,山西中医药大学,03,不限,物理,572,2025,物理
3408,山西中医药大学,04,不限,物理,589,2025,物理
3408,山西中医药大学,05,化学,物理+化学,536,2025,物理
3408,山西中医药大学,06,生物,物理+生物,577,2025,物理
3408,山西中医药大学,07,生物,物理+生物,563,2025,物理
3410,山西农业大学,03,不限,物理,529,2025,物理
3410,山西农业大学,04,化学,物理+化学,517,2025,物理
3410,山西农业大学,05,化学和生物,物理+化学和生物,513,2025,物理
3410,山西农业大学,06,化学和生物,物理+化学和生物,507,2025,物理
3412,山西传媒学院,02,不限,物理,505,2025,物理
3412,山西传媒学院,03,化学,物理+化学,503,2025,物理
3413,忻州师范学院,01,不限,物理,505,2025,物理
3413,忻州师范学院,02,化学,物理+化学,499,2025,物理
3413,忻州师范学院,03,化学和生物,物理+化学和生物,496,2025,物理
3413,忻州师范学院,04,地理,物理+地理,507,2025,物理
3415,山西师范大学,03,不限,物理,534,2025,物理
3415,山西师范大学,04,化学,物理+化学,515,2025,物理
3415,山西师范大学,05,地理,物理+地理,546,2025,物理
3416,太原师范学院,03,不限,物理,505,2025,物理
3416,太原师范学院,04,化学,物理+化学,499,2025,物理
3416,太原师范学院,05,地理,物理+地理,519,2025,物理
3417,山西大同大学,03,化学和生物,物理+化学和生物,568,2025,物理
3418,运城学院,03,化学,物理+化学,499,2025,物理
3429,山西工程科技职业大学,02,不限,物理,508,2025,物理
3431,吕梁学院,05,不限,物理,508,2025,物理
3431,吕梁学院,06,化学,物理+化学,502,2025,物理
3431,吕梁学院,07,化学,物理+化学,503,2025,物理
3431,吕梁学院,08,生物,物理+生物,506,2025,物理
3431,吕梁学院,09,地理,物理+地理,507,2025,物理
3432,晋中学院,02,不限,物理,507,2025,物理
3432,晋中学院,03,化学,物理+化学,499,2025,物理
3433,山西工程技术学院,02,不限,物理,506,2025,物理
3433,山西工程技术学院,03,化学,物理+化学,502,2025,物理
3433,山西工程技术学院,04,地理,物理+地理,523,2025,物理
3434,山西科技学院,02,不限,物理,520,2025,物理
3434,山西科技学院,03,化学,物理+化学,531,2025,物理
3439,山西工学院,01,化学,物理+化学,521,2025,物理
3501,内蒙古大学,01,不限,物理,594,2025,物理
3501,内蒙古大学,02,化学,物理+化学,586,2025,物理
3503,内蒙古农业大学,01,化学,物理+化学,521,2025,物理
3503,内蒙古农业大学,02,生物,物理+生物,514,2025,物理
3504,内蒙古工业大学,01,不限,物理,510,2025,物理
3504,内蒙古工业大学,02,不限,物理,513,2025,物理
3506,内蒙古民族大学,02,不限,物理,510,2025,物理
3506,内蒙古民族大学,03,化学,物理+化学,502,2025,物理
3506,内蒙古民族大学,04,化学和生物,物理+化学和生物,501,2025,物理
3506,内蒙古民族大学,05,生物,物理+生物,508,2025,物理
3507,内蒙古财经大学,01,不限,物理,526,2025,物理
3507,内蒙古财经大学,02,化学,物理+化学,525,2025,物理
3511,内蒙古科技大学,03,不限,物理,504,2025,物理
3511,内蒙古科技大学,04,化学,物理+化学,507,2025,物理
3511,内蒙古科技大学,05,化学和生物,物理+化学和生物,498,2025,物理
3515,赤峰学院,01,化学,物理+化学,496,2025,物理
3515,赤峰学院,02,化学和生物,物理+化学和生物,500,2025,物理
3516,内蒙古医科大学,01,化学和生物,物理+化学和生物,573,2025,物理
3516,内蒙古医科大学,02,化学和生物,物理+化学和生物,524,2025,物理
4101,东北大学,02,不限,物理,624,2025,物理
4101,东北大学,03,化学,物理+化学,634,2025,物理
4102,辽宁大学,06,不限,物理,597,2025,物理
4102,辽宁大学,09,化学,物理+化学,601,2025,物理
4103,中国医科大学,01,化学,物理+化学,577,2025,物理
4104,沈阳药科大学,01,化学,物理+化学,579,2025,物理
4104,沈阳药科大学,02,化学,物理+化学,565,2025,物理
4105,沈阳农业大学,01,化学,物理+化学,528,2025,物理
4107,沈阳化工大学,01,不限,物理,506,2025,物理
4107,沈阳化工大学,02,化学,物理+化学,524,2025,物理
4108,沈阳工业大学,02,不限,物理,537,2025,物理
4108,沈阳工业大学,03,化学,物理+化学,550,2025,物理
4109,沈阳理工大学,02,不限,物理,547,2025,物理
4109,沈阳理工大学,03,化学,物理+化学,560,2025,物理
4110,沈阳航空航天大学,01,化学,物理+化学,572,2025,物理
4111,沈阳建筑大学,01,不限,物理,529,2025,物理
4111,沈阳建筑大学,02,不限,物理,535,2025,物理
4111,沈阳建筑大学,04,化学,物理+化学,463,2025,物理
4112,鞍山师范学院,02,不限,物理,506,2025,物理
4113,沈阳医学院,02,化学,物理+化学,552,2025,物理
4113,沈阳医学院,03,化学,物理+化学,527,2025,物理
4113,沈阳医学院,04,生物,物理+生物,562,2025,物理
4114,辽宁中医药大学,03,不限,物理,543,2025,物理
4114,辽宁中医药大学,04,不限,物理,576,2025,物理
4114,辽宁中医药大学,05,不限,物理,526,2025,物理
4114,辽宁中医药大学,06,化学,物理+化学,529,2025,物理
4114,辽宁中医药大学,07,化学,物理+化学,535,2025,物理
4114,辽宁中医药大学,08,化学,物理+化学,529,2025,物理
4115,辽宁工业大学,01,化学,物理+化学,529,2025,物理
4116,沈阳体育学院,01,不限,物理,506,2025,物理
4117,沈阳师范大学,03,不限,物理,519,2025,物理
4117,沈阳师范大学,04,不限,物理,536,2025,物理
4117,沈阳师范大学,05,化学,物理+化学,508,2025,物理
4117,沈阳师范大学,06,化学,物理+化学,557,2025,物理
4120,沈阳大学,02,不限,物理,542,2025,物理
4120,沈阳大学,04,化学,物理+化学,527,2025,物理
