院校代号,院校名,专业组号,再选科目要求(原文),subject_requirement,投档最低分,年份,首选(科类)
1261,苏州大学,08,不限,历史,604,2025,历史
1261,苏州大学,09,不限,历史,601,2025,历史
1261,苏州大学,10,不限,历史,600,2025,历史
1261,苏州大学,11,不限,历史,604,2025,历史
1261,苏州大学,12,不限,历史,596,2025,历史
1262,苏州科技大学,01,不限,历史,561,2025,历史
1262,苏州科技大学,03,思想政治,历史+思想政治,570,2025,历史
1262,苏州科技大学,04,地理,历史+地理,565,2025,历史
1263,苏州工学院,01,不限,历史,544,2025,历史
1263,苏州工学院,02,不限,历史,551,2025,历史
1267,苏州城市学院,01,不限,历史,549,2025,历史
1270,苏州职业技术大学,01,不限,历史,530,2025,历史
1301,南通大学,02,不限,历史,570,2025,历史
1301,南通大学,03,不限,历史,565,2025,历史
1301,南通大学,05,思想政治,历史+思想政治,577,2025,历史
1321,江苏海洋大学,01,不限,历史,552,2025,历史
1321,江苏海洋大学,02,地理,历史+地理,558,2025,历史
1330,连云港师范学院,01,不限,历史,531,2025,历史
1341,淮阴师范学院,02,不限,历史,535,2025,历史
1341,淮阴师范学院,04,思想政治,历史+思想政治,553,2025,历史
1341,淮阴师范学院,05,地理,历史+地理,551,2025,历史
1342,淮阴工学院,01,不限,历史,539,2025,历史
1361,盐城工学院,01,不限,历史,533,2025,历史
1362,盐城师范学院,03,不限,历史,534,2025,历史
1362,盐城师范学院,04,思想政治,历史+思想政治,549,2025,历史
1362,盐城师范学院,05,地理,历史+地理,542,2025,历史
1381,扬州大学,04,不限,历史,603,2025,历史
1381,扬州大学,05,不限,历史,584,2025,历史
1381,扬州大学,06,不限,历史,595,2025,历史
1381,扬州大学,07,不限,历史,596,2025,历史
1381,扬州大学,08,不限,历史,584,2025,历史
1381,扬州大学,09,不限,历史,569,2025,历史
1381,扬州大学,10,不限,历史,573,2025,历史
1381,扬州大学,11,不限,历史,573,2025,历史
1381,扬州大学,12,不限,历史,571,2025,历史
1381,扬州大学,13,不限,历史,581,2025,历史
1381,扬州大学,17,思想政治,历史+思想政治,591,2025,历史
1390,扬州职业技术大学,01,不限,历史,528,2025,历史
1401,江苏大学,01,不限,历史,572,2025,历史
1401,江苏大学,03,思想政治,历史+思想政治,581,2025,历史
1421,泰州学院,02,不限,历史,533,2025,历史
1426,宿迁学院,01,不限,历史,532,2025,历史
1426,宿迁学院,02,思想政治,历史+思想政治,539,2025,历史
1802,东南大学成贤学院,01,不限,历史,531,2025,历史
1802,东南大学成贤学院,02,不限,历史,521,2025,历史
1803,南京航空航天大学金城学院,01,不限,历史,521,2025,历史
1803,南京航空航天大学金城学院,02,不限,历史,509,2025,历史
1803,南京航空航天大学金城学院,03,思想政治,历史+思想政治,519,2025,历史
1804,南京理工大学紫金学院,01,不限,历史,529,2025,历史
1804,南京理工大学紫金学院,02,不限,历史,522,2025,历史
1807,南京审计大学金审学院,01,不限,历史,525,2025,历史
1810,南京工业大学浦江学院,01,不限,历史,513,2025,历史
1810,南京工业大学浦江学院,02,不限,历史,509,2025,历史
1816,南京财经大学红山学院,01,不限,历史,517,2025,历史
1826,中国矿业大学徐海学院,01,不限,历史,509,2025,历史
1827,江苏师范大学科文学院,01,不限,历史,507,2025,历史
1827,江苏师范大学科文学院,02,不限,历史,508,2025,历史
1827,江苏师范大学科文学院,03,不限,历史,502,2025,历史
1827,江苏师范大学科文学院,04,不限,历史,505,2025,历史
1827,江苏师范大学科文学院,05,地理,历史+地理,506,2025,历史
1834,苏州大学应用技术学院,01,不限,历史,511,2025,历史
1835,苏州科技大学天平学院,01,不限,历史,516,2025,历史
1837,江苏科技大学苏州理工学院,01,不限,历史,512,2025,历史
1838,南通大学杏林学院,01,不限,历史,503,2025,历史
1838,南通大学杏林学院,02,化学,历史+化学,496,2025,历史
1844,扬州大学广陵学院,01,不限,历史,518,2025,历史
1845,江苏大学京江学院,01,不限,历史,508,2025,历史
1845,江苏大学京江学院,02,生物,历史+生物,500,2025,历史
1846,南京医科大学康达学院,01,不限,历史,503,2025,历史
1846,南京医科大学康达学院,02,生物,历史+生物,493,2025,历史
1847,南京师范大学泰州学院,01,不限,历史,518,2025,历史
1847,南京师范大学泰州学院,02,不限,历史,522,2025,历史
1848,南京理工大学泰州科技学院,01,不限,历史,508,2025,历史
1850,南京邮电大学通达学院,01,不限,历史,516,2025,历史
1855,常州大学怀德学院,01,不限,历史,504,2025,历史
1858,南京师范大学中北学院,01,不限,历史,516,2025,历史
1858,南京师范大学中北学院,02,不限,历史,507,2025,历史
1901,南京传媒学院,01,不限,历史,491,2025,历史
1911,三江学院,01,不限,历史,498,2025,历史
1915,无锡太湖学院,01,不限,历史,515,2025,历史
1915,无锡太湖学院,02,生物,历史+生物,505,2025,历史
1928,南通理工学院,01,不限,历史,499,2025,历史
2101,复旦大学,03,不限,历史,656,2025,历史
2102,同济大学,02,不限,历史,641,2025,历史
2102,同济大学,03,思想政治,历史+思想政治,639,2025,历史
2103,上海交通大学,02,不限,历史,659,2025,历史
2104,华东理工大学,01,不限,历史,595,2025,历史
2105,东华大学,01,不限,历史,603,2025,历史
2106,华东师范大学,01,不限,历史,632,2025,历史
2106,华东师范大学,02,不限,历史,625,2025,历史
2106,华东师范大学,03,思想政治,历史+思想政治,632,2025,历史
2107,华东政法大学,01,不限,历史,624,2025,历史
2109,上海外国语大学,01,不限,历史,615,2025,历史
2109,上海外国语大学,02,不限,历史,616,2025,历史
2109,上海外国语大学,03,思想政治,历史+思想政治,626,2025,历史
2110,上海财经大学,01,不限,历史,629,2025,历史
2110,上海财经大学,02,思想政治,历史+思想政治,626,2025,历史
2111,上海师范大学,01,不限,历史,582,2025,历史
2111,上海师范大学,02,不限,历史,575,2025,历史
2112,上海大学,01,不限,历史,607,2025,历史
2112,上海大学,02,不限,历史,596,2025,历史
2114,上海对外经贸大学,01,不限,历史,594,2025,历史
2115,上海理工大学,01,不限,历史,581,2025,历史
2116,上海海洋大学,01,不限,历史,590,2025,历史
2117,上海海事大学,01,不限,历史,601,2025,历史
2118,上海电力大学,01,不限,历史,577,2025,历史
2119,上海体育大学,01,不限,历史,581,2025,历史
2119,上海体育大学,02,不限,历史,586,2025,历史
2120,上海工程技术大学,01,不限,历史,570,2025,历史
2124,上海第二工业大学,01,不限,历史,562,2025,历史
2125,上海政法学院,01,不限,历史,594,2025,历史
2125,上海政法学院,02,不限,历史,611,2025,历史
2125,上海政法学院,03,不限,历史,568,2025,历史
2131,上海海关学院,03,不限,历史,601,2025,历史
2137,上海立信会计金融学院,01,不限,历史,580,2025,历史
2141,上海商学院,01,不限,历史,562,2025,历史
2201,浙江大学,01,不限,历史,642,2025,历史
2202,中国计量大学,01,不限,历史,594,2025,历史
2203,浙江理工大学,01,不限,历史,578,2025,历史
2204,浙江工业大学,01,不限,历史,599,2025,历史
2205,中国美术学院,01,不限,历史,590,2025,历史
2206,浙江师范大学,01,不限,历史,580,2025,历史
2206,浙江师范大学,02,不限,历史,573,2025,历史
2206,浙江师范大学,03,不限,历史,587,2025,历史
2207,浙江工商大学,01,不限,历史,586,2025,历史
2211,浙江传媒学院,01,不限,历史,566,2025,历史
2211,浙江传媒学院,02,不限,历史,565,2025,历史
2212,浙江科技大学,02,不限,历史,557,2025,历史
2212,浙江科技大学,03,不限,历史,559,2025,历史
2213,浙江财经大学,01,不限,历史,587,2025,历史
2214,浙江农林大学,01,不限,历史,569,2025,历史
2214,浙江农林大学,02,不限,历史,568,2025,历史
2216,浙江中医药大学,01,不限,历史,577,2025,历史
2221,宁波大学,01,不限,历史,591,2025,历史
2228,温州大学,01,不限,历史,567,2025,历史
2240,浙江外国语学院,01,不限,历史,554,2025,历史
2249,浙大城市学院,01,不限,历史,558,2025,历史
2261,湖州师范学院,01,不限,历史,556,2025,历史
2268,丽水学院,01,不限,历史,537,2025,历史
2268,丽水学院,02,思想政治,历史+思想政治,548,2025,历史
2275,湖州学院,01,不限,历史,537,2025,历史
2277,嘉兴南湖学院,01,不限,历史,551,2025,历史
2279,绍兴理工学院,01,不限,历史,536,2025,历史
2302,合肥工业大学,01,不限,历史,594,2025,历史
2302,合肥工业大学,02,思想政治,历史+思想政治,600,2025,历史
2303,安徽大学,01,不限,历史,592,2025,历史
2304,安徽医科大学,01,不限,历史,578,2025,历史
2305,安徽建筑大学,01,不限,历史,558,2025,历史
2306,安徽农业大学,01,不限,历史,566,2025,历史
2307,安徽中医药大学,01,不限,历史,579,2025,历史
2307,安徽中医药大学,02,不限,历史,599,2025,历史
2309,安徽师范大学,02,不限,历史,564,2025,历史
2309,安徽师范大学,03,思想政治,历史+思想政治,585,2025,历史
2321,安徽财经大学,01,不限,历史,572,2025,历史
2321,安徽财经大学,02,不限,历史,567,2025,历史
2327,合肥大学,01,不限,历史,558,2025,历史
2331,阜阳师范大学,01,不限,历史,547,2025,历史
2342,宿州学院,01,不限,历史,542,2025,历史
2342,宿州学院,02,地理,历史+地理,541,2025,历史
2343,安庆师范大学,01,不限,历史,549,2025,历史
2348,池州学院,01,不限,历史,532,2025,历史
2351,淮北师范大学,01,不限,历史,553,2025,历史
2351,淮北师范大学,02,不限,历史,560,2025,历史
2351,淮北师范大学,03,思想政治,历史+思想政治,566,2025,历史
2351,淮北师范大学,04,思想政治和地理,历史+思想政治和地理,555,2025,历史
2356,铜陵学院,01,不限,历史,549,2025,历史
2359,合肥师范学院,01,不限,历史,532,2025,历史
2361,安徽工业大学,01,不限,历史,568,2025,历史
2362,淮南师范学院,01,不限,历史,533,2025,历史
2362,淮南师范学院,02,思想政治,历史+思想政治,547,2025,历史
2372,滁州学院,01,不限,历史,532,2025,历史
2381,黄山学院,01,不限,历史,529,2025,历史
2401,福州大学,01,不限,历史,595,2025,历史
2405,福建理工大学,01,不限,历史,541,2025,历史
2410,三明学院,01,不限,历史,533,2025,历史
2411,厦门大学,01,不限,历史,633,2025,历史
2411,厦门大学,03,思想政治,历史+思想政治,631,2025,历史
2412,集美大学,01,不限,历史,565,2025,历史
2413,厦门理工学院,01,不限,历史,548,2025,历史
2421,莆田学院,01,不限,历史,530,2025,历史
2422,华侨大学,01,不限,历史,566,2025,历史
2422,华侨大学,02,思想政治,历史+思想政治,573,2025,历史
2437,武夷学院,01,不限,历史,528,2025,历史
2448,闽南师范大学,01,不限,历史,541,2025,历史
2501,江西财经大学,01,不限,历史,582,2025,历史
2501,江西财经大学,02,不限,历史,591,2025,历史
2502,华东交通大学,01,不限,历史,558,2025,历史
2502,华东交通大学,02,不限,历史,577,2025,历史
2502,华东交通大学,03,不限,历史,556,2025,历史
2504,江西中医药大学,01,不限,历史,555,2025,历史
2504,江西中医药大学,02,不限,历史,590,2025,历史
2504,江西中医药大学,03,生物,历史+生物,555,2025,历史
2505,南昌大学,01,不限,历史,591,2025,历史
2506,南昌航空大学,01,不限,历史,556,2025,历史
2506,南昌航空大学,02,不限,历史,553,2025,历史
2507,江西科技师范大学,01,不限,历史,552,2025,历史
2508,江西农业大学,01,不限,历史,550,2025,历史
2508,江西农业大学,02,不限,历史,549,2025,历史
2510,江西师范大学,02,不限,历史,559,2025,历史
2510,江西师范大学,03,不限,历史,561,2025,历史
2510,江西师范大学,04,不限,历史,561,2025,历史
2510,江西师范大学,05,不限,历史,570,2025,历史
2510,江西师范大学,06,不限,历史,553,2025,历史
2510,江西师范大学,07,思想政治,历史+思想政治,586,2025,历史
2510,江西师范大学,08,地理,历史+地理,586,2025,历史
2511,江西水利电力大学,01,不限,历史,541,2025,历史
2512,江西警察学院,01,不限,历史,557,2025,历史
2521,江西理工大学,01,不限,历史,552,2025,历史
2523,赣南师范大学,01,不限,历史,546,2025,历史
2523,赣南师范大学,02,不限,历史,549,2025,历史
2523,赣南师范大学,03,不限,历史,546,2025,历史
2523,赣南师范大学,04,不限,历史,547,2025,历史
2523,赣南师范大学,05,不限,历史,536,2025,历史
2523,赣南师范大学,06,思想政治,历史+思想政治,549,2025,历史
2523,赣南师范大学,07,地理,历史+地理,549,2025,历史
2527,新余学院,01,不限,历史,531,2025,历史
2527,新余学院,02,不限,历史,530,2025,历史
2531,景德镇陶瓷大学,01,不限,历史,549,2025,历史
2539,豫章师范学院,01,不限,历史,539,2025,历史
2542,萍乡学院,01,不限,历史,526,2025,历史
2542,萍乡学院,02,不限,历史,528,2025,历史
2543,南昌师范学院,01,不限,历史,532,2025,历史
2543,南昌师范学院,02,思想政治,历史+思想政治,532,2025,历史
2551,宜春学院,01,不限,历史,528,2025,历史
2551,宜春学院,02,生物,历史+生物,519,2025,历史
2551,宜春学院,03,思想政治,历史+思想政治,533,2025,历史
2561,九江学院,01,不限,历史,529,2025,历史
2571,上饶师范学院,01,不限,历史,529,2025,历史
2571,上饶师范学院,02,思想政治,历史+思想政治,536,2025,历史
2572,赣东学院,01,不限,历史,531,2025,历史
2573,赣南科技学院,01,不限,历史,527,2025,历史
2574,南昌医学院,01,生物,历史+生物,533,2025,历史
2581,井冈山大学,01,不限,历史,539,2025,历史
2596,景德镇学院,01,不限,历史,530,2025,历史
2601,山东大学,02,不限,历史,625,2025,历史
2601,山东大学,03,不限,历史,627,2025,历史
2602,济南大学,01,不限,历史,559,2025,历史
2606,山东财经大学,01,不限,历史,575,2025,历史
2608,山东工艺美术学院,01,不限,历史,527,2025,历史
2608,山东工艺美术学院,02,不限,历史,524,2025,历史
2609,山东交通学院,01,不限,历史,544,2025,历史
2610,齐鲁工业大学,01,不限,历史,547,2025,历史
2611,山东理工大学,01,不限,历史,574,2025,历史
2612,山东艺术学院,01,不限,历史,529,2025,历史
2621,中国海洋大学,02,不限,历史,616,2025,历史
2621,中国海洋大学,04,思想政治,历史+思想政治,615,2025,历史
2622,青岛理工大学,01,不限,历史,561,2025,历史
2624,青岛大学,01,不限,历史,569,2025,历史
2631,山东农业大学,01,不限,历史,567,2025,历史
2635,潍坊学院,01,不限,历史,535,2025,历史
2635,潍坊学院,02,思想政治,历史+思想政治,546,2025,历史
2642,聊城大学,01,不限,历史,558,2025,历史
2645,临沂大学,01,不限,历史,548,2025,历史
2650,山东航空学院,01,不限,历史,550,2025,历史
2651,烟台大学,01,不限,历史,562,2025,历史
2652,山东工商学院,01,不限,历史,544,2025,历史
2653,鲁东大学,01,不限,历史,548,2025,历史
2661,山东大学威海分校,01,不限,历史,620,2025,历史
2669,菏泽学院,01,不限,历史,538,2025,历史
2671,曲阜师范大学,01,不限,历史,557,2025,历史
2683,德州学院,01,不限,历史,542,2025,历史
2691,山东第一医科大学,01,不限,历史,550,2025,历史
2701,山东女子学院,01,不限,历史,530,2025,历史
2702,济宁学院,01,不限,历史,530,2025,历史
2711,山东师范大学,01,不限,历史,561,2025,历史
2711,山东师范大学,02,不限,历史,558,2025,历史
2711,山东师范大学,04,地理,历史+地理,586,2025,历史
2755,山东石油化工学院,01,不限,历史,546,2025,历史
2755,山东石油化工学院,02,不限,历史,542,2025,历史
3101,北京大学,03,不限,历史,666,2025,历史
3102,中国人民大学,03,不限,历史,653,2025,历史
3102,中国人民大学,04,思想政治,历史+思想政治,657,2025,历史
3103,清华大学,02,不限,历史,679,2025,历史
3104,北京师范大学,03,不限,历史,635,2025,历史
3105,北京交通大学,01,不限,历史,617,2025,历史
3105,北京交通大学,02,不限,历史,595,2025,历史
3106,北京航空航天大学,01,不限,历史,634,2025,历史
3107,北京理工大学,01,不限,历史,629,2025,历史
3108,北京科技大学,01,不限,历史,608,2025,历史
3109,北京化工大学,01,不限,历史,597,2025,历史
3110,中国农业大学,01,不限,历史,622,2025,历史
3112,中国政法大学,01,不限,历史,631,2025,历史
3112,中国政法大学,02,不限,历史,642,2025,历史
3112,中国政法大学,03,思想政治,历史+思想政治,628,2025,历史
3114,北京林业大学,01,不限,历史,598,2025,历史
3114,北京林业大学,02,不限,历史,599,2025,历史
3114,北京林业大学,03,生物,历史+生物,593,2025,历史
3114,北京林业大学,04,地理,历史+地理,601,2025,历史
3115,北京大学医学部,01,不限,历史,657,2025,历史
3116,北京外国语大学,02,不限,历史,618,2025,历史
3116,北京外国语大学,03,思想政治,历史+思想政治,626,2025,历史
3117,北京语言大学,02,不限,历史,588,2025,历史
3117,北京语言大学,04,思想政治,历史+思想政治,595,2025,历史
3119,对外经济贸易大学,02,不限,历史,628,2025,历史
3120,中央财经大学,01,不限,历史,628,2025,历史
3121,北京中医药大学,01,不限,历史,604,2025,历史
3123,中国传媒大学,02,不限,历史,615,2025,历史
3123,中国传媒大学,04,不限,历史,614,2025,历史
3123,中国传媒大学,05,不限,历史,618,2025,历史
3124,中央美术学院,01,不限,历史,600,2025,历史
3125,中央戏剧学院,01,不限,历史,588,2025,历史
3127,北京体育大学,02,不限,历史,591,2025,历史
3127,北京体育大学,03,不限,历史,591,2025,历史
3127,北京体育大学,04,思想政治,历史+思想政治,595,2025,历史
3129,中央民族大学,01,不限,历史,616,2025,历史
3132,北京第二外国语学院,01,不限,历史,579,2025,历史
3133,首都师范大学,01,不限,历史,588,2025,历史
3136,北京物资学院,01,不限,历史,560,2025,历史
3139,北京印刷学院,01,不限,历史,559,2025,历史
3141,北京石油化工学院,01,不限,历史,551,2025,历史
3142,北京工商大学,01,不限,历史,566,2025,历史
3144,北京联合大学,01,不限,历史,561,2025,历史
3148,北京电影学院,01,不限,历史,585,2025,历史
3148,北京电影学院,02,不限,历史,587,2025,历史
3148,北京电影学院,03,不限,历史,607,2025,历史
3148,北京电影学院,04,不限,历史,596,2025,历史
3148,北京电影学院,05,不限,历史,595,2025,历史
3148,北京电影学院,06,不限,历史,616,2025,历史
3153,华北科技学院,01,不限,历史,529,2025,历史
3154,首都经济贸易大学,01,不限,历史,583,2025,历史
3169,中国劳动关系学院,01,不限,历史,557,2025,历史
3176,民政职业大学,01,不限,历史,540,2025,历史
3201,南开大学,02,不限,历史,636,2025,历史
3204,天津师范大学,02,不限,历史,568,2025,历史
3204,天津师范大学,03,不限,历史,537,2025,历史
3204,天津师范大学,04,思想政治,历史+思想政治,574,2025,历史
3204,天津师范大学,05,地理,历史+地理,584,2025,历史
3205,中国民航大学,01,不限,历史,571,2025,历史
3205,中国民航大学,02,思想政治,历史+思想政治,582,2025,历史
3206,天津工业大学,01,不限,历史,589,2025,历史
3206,天津工业大学,02,不限,历史,563,2025,历史
3207,天津商业大学,01,不限,历史,565,2025,历史
3208,天津科技大学,01,不限,历史,560,2025,历史
3209,天津财经大学,01,不限,历史,579,2025,历史
3210,天津城建大学,01,不限,历史,536,2025,历史
3211,天津外国语大学,01,不限,历史,563,2025,历史
3211,天津外国语大学,02,不限,历史,565,2025,历史
3211,天津外国语大学,03,不限,历史,558,2025,历史
3211,天津外国语大学,05,思想政治,历史+思想政治,573,2025,历史
3212,天津中医药大学,01,不限,历史,571,2025,历史
3213,天津农学院,01,不限,历史,533,2025,历史
3217,天津体育学院,01,不限,历史,528,2025,历史
3218,天津职业技术师范大学,01,不限,历史,548,2025,历史
3301,石家庄铁道大学,01,不限,历史,568,2025,历史
3301,石家庄铁道大学,02,不限,历史,566,2025,历史
3302,河北科技师范学院,01,不限,历史,532,2025,历史
3305,河北地质大学,01,不限,历史,546,2025,历史
3307,河北工业大学,01,不限,历史,591,2025,历史
3310,河北经贸大学,01,不限,历史,556,2025,历史
3310,河北经贸大学,02,不限,历史,559,2025,历史
3312,河北大学,01,不限,历史,567,2025,历史
3314,河北师范大学,01,不限,历史,560,2025,历史
3315,河北金融学院,02,不限,历史,549,2025,历史
3318,防灾科技学院,01,不限,历史,529,2025,历史
3320,河北环境工程学院,01,不限,历史,526,2025,历史
3321,燕山大学,01,不限,历史,567,2025,历史
3322,东北大学秦皇岛分校,01,不限,历史,602,2025,历史
3332,华北理工大学,01,不限,历史,560,2025,历史
3332,华北理工大学,02,不限,历史,550,2025,历史
3332,华北理工大学,03,生物,历史+生物,552,2025,历史
3333,衡水学院,01,不限,历史,528,2025,历史
3333,衡水学院,02,思想政治,历史+思想政治,528,2025,历史
3341,北华航天工业学院,01,不限,历史,531,2025,历史
3344,邯郸学院,01,不限,历史,528,2025,历史
3350,张家口学院,01,不限,历史,528,2025,历史
3351,河北工程大学,01,不限,历史,526,2025,历史
3351,河北工程大学,02,不限,历史,548,2025,历史
3362,邢台学院,01,不限,历史,526,2025,历史
3365,沧州师范学院,01,不限,历史,530,2025,历史
3379,河北科技工程职业技术大学,01,不限,历史,521,2025,历史
3401,山西大学,01,不限,历史,583,2025,历史
3402,中北大学,01,不限,历史,554,2025,历史
3403,山西财经大学,01,不限,历史,555,2025,历史
3404,太原科技大学,01,不限,历史,553,2025,历史
3406,太原工业学院,01,不限,历史,526,2025,历史
3408,山西中医药大学,01,不限,历史,578,2025,历史
3408,山西中医药大学,02,不限,历史,593,2025,历史
3410,山西农业大学,01,不限,历史,537,2025,历史
3410,山西农业大学,02,思想政治,历史+思想政治,543,2025,历史
3412,山西传媒学院,01,不限,历史,525,2025,历史
3415,山西师范大学,01,不限,历史,548,2025,历史
3415,山西师范大学,02,思想政治,历史+思想政治,574,2025,历史
3416,太原师范学院,01,不限,历史,530,2025,历史
3416,太原师范学院,02,地理,历史+地理,534,2025,历史
3417,山西大同大学,01,不限,历史,545,2025,历史
3417,山西大同大学,02,思想政治,历史+思想政治,538,2025,历史
3418,运城学院,01,不限,历史,526,2025,历史
3418,运城学院,02,思想政治,历史+思想政治,528,2025,历史
3429,山西工程科技职业大学,01,不限,历史,527,2025,历史
3431,吕梁学院,01,不限,历史,527,2025,历史
3431,吕梁学院,02,生物,历史+生物,520,2025,历史
3431,吕梁学院,03,思想政治,历史+思想政治,531,2025,历史
3431,吕梁学院,04,地理,历史+地理,524,2025,历史
3432,晋中学院,01,不限,历史,524,2025,历史
3433,山西工程技术学院,01,不限,历史,527,2025,历史
3434,山西科技学院,01,不限,历史,528,2025,历史
3506,内蒙古民族大学,01,不限,历史,526,2025,历史
3511,内蒙古科技大学,01,不限,历史,545,2025,历史
3511,内蒙古科技大学,02,思想政治,历史+思想政治,535,2025,历史
4101,东北大学,01,不限,历史,613,2025,历史
4102,辽宁大学,01,不限,历史,588,2025,历史
4108,沈阳工业大学,01,不限,历史,549,2025,历史
4109,沈阳理工大学,01,不限,历史,551,2025,历史
4112,鞍山师范学院,01,不限,历史,524,2025,历史
4113,沈阳医学院,01,生物,历史+生物,551,2025,历史
4114,辽宁中医药大学,01,不限,历史,591,2025,历史
4114,辽宁中医药大学,02,不限,历史,544,2025,历史
4117,沈阳师范大学,01,不限,历史,538,2025,历史
4117,沈阳师范大学,02,不限,历史,533,2025,历史
4120,沈阳大学,01,不限,历史,548,2025,历史
4131,大连理工大学,01,不限,历史,610,2025,历史
4132,大连海事大学,01,不限,历史,602,2025,历史
4133,东北财经大学,01,不限,历史,601,2025,历史
4135,大连外国语大学,01,不限,历史,557,2025,历史
4135,大连外国语大学,02,不限,历史,573,2025,历史
4136,大连大学,01,不限,历史,548,2025,历史
4139,大连交通大学,01,不限,历史,561,2025,历史
4140,大连民族大学,01,不限,历史,539,2025,历史
4152,渤海大学,01,不限,历史,539,2025,历史
4152,渤海大学,02,不限,历史,547,2025,历史
4201,吉林大学,02,不限,历史,617,2025,历史
4201,吉林大学,03,不限,历史,635,2025,历史
4201,吉林大学,04,思想政治,历史+思想政治,620,2025,历史
4202,东北师范大学,03,不限,历史,610,2025,历史
4202,东北师范大学,04,思想政治,历史+思想政治,601,2025,历史
4204,长春大学,01,不限,历史,525,2025,历史
4204,长春大学,03,不限,历史,502,2025,历史
4204,长春大学,04,不限,历史,540,2025,历史
4206,吉林财经大学,01,不限,历史,556,2025,历史
4207,长春师范大学,01,不限,历史,532,2025,历史
4207,长春师范大学,02,不限,历史,529,2025,历史
4207,长春师范大学,03,不限,历史,519,2025,历史
4208,长春理工大学,01,不限,历史,541,2025,历史
4210,吉林建筑大学,01,不限,历史,528,2025,历史
4212,吉林工程技术师范学院,01,不限,历史,522,2025,历史
4213,吉林体育学院,01,不限,历史,526,2025,历史
4215,吉林师范大学,01,不限,历史,543,2025,历史
4215,吉林师范大学,02,不限,历史,534,2025,历史
4215,吉林师范大学,03,不限,历史,558,2025,历史
4215,吉林师范大学,04,地理,历史+地理,559,2025,历史
4220,吉林警察学院,01,不限,历史,551,2025,历史
4225,吉林农业科技学院,01,不限,历史,524,2025,历史
4228,吉林医药学院,01,不限,历史,528,2025,历史
4232,北华大学,01,不限,历史,541,2025,历史
4232,北华大学,02,思想政治,历史+思想政治,547,2025,历史
4233,通化师范学院,01,不限,历史,524,2025,历史
4237,吉林工商学院,01,不限,历史,527,2025,历史
4241,白城师范学院,01,不限,历史,525,2025,历史
4241,白城师范学院,02,思想政治,历史+思想政治,527,2025,历史
4241,白城师范学院,03,地理,历史+地理,528,2025,历史
4301,哈尔滨工业大学,01,不限,历史,627,2025,历史
4302,哈尔滨工程大学,01,不限,历史,591,2025,历史
4302,哈尔滨工程大学,02,不限,历史,598,2025,历史
4302,哈尔滨工程大学,03,思想政治,历史+思想政治,605,2025,历史
4303,东北林业大学,01,不限,历史,586,2025,历史
4304,东北农业大学,01,不限,历史,584,2025,历史
4305,黑龙江中医药大学,01,不限,历史,594,2025,历史
4306,黑龙江工程学院,01,不限,历史,526,2025,历史
4307,哈尔滨商业大学,01,不限,历史,539,2025,历史
4309,哈尔滨医科大学,01,生物,历史+生物,579,2025,历史
4309,哈尔滨医科大学,02,生物,历史+生物,569,2025,历史
4310,黑龙江科技大学,01,不限,历史,530,2025,历史
4311,黑龙江大学,02,不限,历史,558,2025,历史
4311,黑龙江大学,03,思想政治,历史+思想政治,562,2025,历史
4312,哈尔滨师范大学,01,不限,历史,540,2025,历史
4314,牡丹江师范学院,01,不限,历史,525,2025,历史
4315,哈尔滨金融学院,01,不限,历史,529,2025,历史
4323,哈尔滨学院,01,不限,历史,528,2025,历史
4323,哈尔滨学院,02,不限,历史,528,2025,历史
4323,哈尔滨学院,03,地理,历史+地理,529,2025,历史
4324,大庆师范学院,01,不限,历史,524,2025,历史
4331,齐齐哈尔医学院,01,不限,历史,515,2025,历史
4332,齐齐哈尔大学,01,不限,历史,526,2025,历史
4371,延边大学,01,不限,历史,576,2025,历史
5101,郑州大学,01,不限,历史,605,2025,历史
5103,中原工学院,01,不限,历史,531,2025,历史
5104,河南工业大学,01,不限,历史,557,2025,历史
5105,郑州航空工业管理学院,01,不限,历史,536,2025,历史
5106,郑州轻工业大学,01,不限,历史,554,2025,历史
5110,河南科技学院,01,不限,历史,530,2025,历史
5114,河南中医药大学,01,不限,历史,562,2025,历史
5114,河南中医药大学,02,生物,历史+生物,568,2025,历史
5117,河南农业大学,01,不限,历史,555,2025,历史
5118,信阳师范大学,01,不限,历史,547,2025,历史
5118,信阳师范大学,02,不限,历史,542,2025,历史
5118,信阳师范大学,03,不限,历史,549,2025,历史
5119,河南财经政法大学,01,不限,历史,571,2025,历史
5122,河南工程学院,01,不限,历史,531,2025,历史
5122,河南工程学院,02,思想政治,历史+思想政治,540,2025,历史
5125,周口师范学院,01,不限,历史,529,2025,历史
5125,周口师范学院,02,思想政治,历史+思想政治,532,2025,历史
5131,洛阳理工学院,01,不限,历史,530,2025,历史
5132,河南科技大学,01,不限,历史,561,2025,历史
5133,洛阳师范学院,01,不限,历史,529,2025,历史
5134,平顶山学院,01,不限,历史,531,2025,历史
5134,平顶山学院,02,思想政治,历史+思想政治,545,2025,历史
5141,河南大学,01,不限,历史,578,2025,历史
5141,河南大学,03,思想政治,历史+思想政治,589,2025,历史
5141,河南大学,04,地理,历史+地理,585,2025,历史
5151,河南理工大学,01,不限,历史,556,2025,历史
5153,河南师范大学,01,不限,历史,560,2025,历史
5162,安阳师范学院,01,不限,历史,531,2025,历史
5162,安阳师范学院,02,思想政治,历史+思想政治,534,2025,历史
5172,郑州工程技术学院,01,不限,历史,526,2025,历史
