院校代号,院校名,专业组号,再选科目要求(原文),subject_requirement,投档最低分,年份,首选(科类)
1243,常州工学院,03,不限,历史,537,2025,历史
1244,江苏理工学院,01,不限,历史,552,2025,历史
1244,江苏理工学院,02,不限,历史,544,2025,历史
1244,江苏理工学院,03,不限,历史,544,2025,历史
1244,江苏理工学院,04,不限,历史,545,2025,历史
1244,江苏理工学院,05,不限,历史,539,2025,历史
1244,江苏理工学院,06,不限,历史,537,2025,历史
1261,苏州大学,03,思想政治和地理,历史+思想政治和地理,627,2025,历史
1261,苏州大学,04,不限,历史,622,2025,历史
1261,苏州大学,05,不限,历史,621,2025,历史
1261,苏州大学,06,思想政治和地理,历史+思想政治和地理,614,2025,历史
1261,苏州大学,07,思想政治,历史+思想政治,612,2025,历史
